player,position,team,is_active,year_signed,years,value,apy,player_page,otc_id,height,weight,college,draft_year,draft_round,draft_overall,draft_team
Keir Thomas,ED,Rams,TRUE,2022,3,2562500,854167,https://overthecap.com/player/keir-thomas/10404/,10404,"6'1""",255,Florida State,2022,NA,NA,Rams
Daniel Joseph,ED,Bills,TRUE,2022,3,2562500,854167,https://overthecap.com/player/daniel-joseph/10792/,10792,"6'3""",265,North Carolina State,2022,NA,NA,Bills
Ryder Anderson,ED,Giants,TRUE,2022,3,2562000,854000,https://overthecap.com/player/ryder-anderson/10438/,10438,"6'6""",276,Indiana,2022,NA,NA,Giants
DaMarcus Mitchell,ED,Patriots,TRUE,2022,3,2560000,853333,https://overthecap.com/player/damarcus-mitchell/10578/,10578,"6'3""",260,Purdue,2022,NA,NA,Patriots
Sam Okuayinonu,ED,Titans,TRUE,2022,3,2560000,853333,https://overthecap.com/player/sam-okuayinonu/10473/,10473,"6'1""",269,Maryland,2022,NA,NA,Titans
Tyree Johnson,ED,Steelers,TRUE,2022,3,2560000,853333,https://overthecap.com/player/tyree-johnson/10796/,10796,"6'3""",250,Texas A&M,2022,NA,NA,Steelers
Joe Ozougwu,ED,Buccaneers,TRUE,2022,3,2560000,853333,https://overthecap.com/player/joe-ozougwu/10329/,10329,"6'2""",236,Arkansas State,2022,NA,NA,Buccaneers
Troy Hairston II,ED,Texans,TRUE,2022,3,2560000,853333,https://overthecap.com/player/troy-hairston-ii/10364/,10364,"6'1""",231,Central Michigan,2022,NA,NA,Texans
Cullen Wick,ED,Colts,TRUE,2022,3,2560000,853333,https://overthecap.com/player/cullen-wick/10626/,10626,"6'4""",267,Tulsa,2022,NA,NA,Colts
Demetrius Taylor,ED,Lions,TRUE,2022,3,2560000,853333,https://overthecap.com/player/demetrius-taylor/10316/,10316,"6'1""",289,Appalachian State,2022,NA,NA,Lions
Benton Whitley,ED,Rams,TRUE,2022,3,2560000,853333,https://overthecap.com/player/benton-whitley/10777/,10777,"6'3""",257,Holy Cross,2022,NA,NA,Rams
Ty Shelby,ED,Chargers,TRUE,2022,3,2560000,853333,https://overthecap.com/player/ty-shelby/10641/,10641,"6'4""",249,UL Monroe,2022,NA,NA,Chargers
Owen Carney Jr.,ED,Dolphins,TRUE,2022,3,2560000,853333,https://overthecap.com/player/owen-carney-jr/10431/,10431,"6'3""",269,Illinois,2022,NA,NA,Dolphins
Carson Taylor,ED,Bears,TRUE,2022,3,2560000,853333,https://overthecap.com/player/carson-taylor/10534/,10534,"6'4""",241,Northern Arizona,2022,NA,NA,Bears
Ali Fayad,ED,Eagles,TRUE,2022,3,2560000,853333,https://overthecap.com/player/ali-fayad/10687/,10687,"6'2""",248,Western Michigan,2022,NA,NA,Eagles
Brayden Thomas,ED,Rams,TRUE,2022,3,2560000,853333,https://overthecap.com/player/brayden-thomas/10776/,10776,"6'3""",258,North Dakota State,2022,NA,NA,Rams
William Bradley-King,ED,Commanders,TRUE,2021,2,1485000,742500,https://overthecap.com/player/william-bradley-king/9704/,9704,"6'4""",248,Baylor,2021,7,240,Commanders
Kenny Willekes,ED,Vikings,TRUE,2021,2,1485000,742500,https://overthecap.com/player/kenny-willekes/8965/,8965,"6'4""",260,Michigan State,2020,7,225,Vikings
Tipa Galeai,ED,Packers,TRUE,2021,2,1485000,742500,https://overthecap.com/player/tipa-galeai/9144/,9144,"6'5""",235,Utah State,2020,NA,NA,Packers
Niko Lalos,ED,Giants,TRUE,2022,1,834000,834000,https://overthecap.com/player/niko-lalos/9021/,9021,"6'5""",270,Dartmouth,2020,NA,NA,Giants
Quinton Bell,ED,Falcons,TRUE,2022,1,825000,825000,https://overthecap.com/player/quinton-bell/8021/,8021,"6'4""",220,Prairie View A&M,2019,7,230,Raiders
Alex Barrett,ED,49ers,TRUE,2022,1,825000,825000,https://overthecap.com/player/alex-barrett/6212/,6212,"6'3""",255,San Diego State,2017,NA,NA,Lions
Jamir Jones,ED,Jaguars,TRUE,2022,1,825000,825000,https://overthecap.com/player/jamir-jones/9035/,9035,"6'3""",255,Norte Dame,2020,NA,NA,Texans
Randy Ramsey,ED,Packers,TRUE,2022,1,825000,825000,https://overthecap.com/player/randy-ramsey/8160/,8160,"6'3""",230,Arkansas,2019,NA,NA,Packers
Jordan Brailford,ED,Falcons,TRUE,2022,1,825000,825000,https://overthecap.com/player/jordan-brailford/8044/,8044,"6'3""",250,Oklahoma State,2019,7,253,Commanders
Bryce Huff,ED,Jets,TRUE,2020,3,2300000,766667,https://overthecap.com/player/bryce-huff/9313/,9313,"6'3""",255,Memphis,2020,NA,NA,Jets
Hamilcar Rashed,ED,Jets,TRUE,2022,2,1575000,787500,https://overthecap.com/player/hamilcar-rashed/9993/,9993,"6'4""",238,Oregon State,2021,NA,NA,Jets
Andrew Van Ginkel,ED,Dolphins,TRUE,2019,4,2831964,707991,https://overthecap.com/player/andrew-van-ginkel/7942/,7942,"6'4""",236,Wisconsin,2019,5,151,Dolphins
Justin Hollins,ED,DEN/LAR,TRUE,2019,4,2826896,706724,https://overthecap.com/player/justin-hollins/7947/,7947,"6'5""",242,Oregon,2019,5,156,Broncos
Charles Omenihu,ED,SF/HOU,TRUE,2019,4,2816404,704101,https://overthecap.com/player/charles-omenihu/7952/,7952,"6'6""",275,Texas,2019,5,161,Texans
Darryl Johnson Jr.,ED,CAR/BUF,TRUE,2019,4,2618464,654616,https://overthecap.com/player/darryl-johnson-jr/8016/,8016,"6'5""",232,North Carolina A&T,2019,7,225,Bills
Alex Tchangam,ED,Seahawks,TRUE,2022,1,705000,705000,https://overthecap.com/player/alex-tchangam/10024/,10024,"6'3""",245,Colorado,2021,NA,NA,Seahawks
Austin Edwards,ED,Chiefs,TRUE,2022,1,705000,705000,https://overthecap.com/player/austin-edwards/9003/,9003,"6'5""",275,Ferris State,2020,NA,NA,Falcons
Earnest Brown IV,ED,Rams,TRUE,2022,1,705000,705000,https://overthecap.com/player/earnest-brown-iv/9638/,9638,"6'5""",270,Northwestern,2021,5,174,Rams
Matt Leo,ED,Eagles,TRUE,2022,1,705000,705000,https://overthecap.com/player/matt-leo/9179/,9179,"6'7""",275,Iowa State,2020,NA,NA,Eagles
Myles Adams,ED,Seahawks,TRUE,2022,1,705000,705000,https://overthecap.com/player/myles-adams/9194/,9194,"6'2""",285,Rice,2020,NA,NA,Panthers
Charles Snowden,ED,Bears,TRUE,2022,1,705000,705000,https://overthecap.com/player/charles-snowden/9868/,9868,"6'7""",240,Virginia,2021,NA,NA,Bears
Kobe Jones,ED,Packers,TRUE,2022,1,705000,705000,https://overthecap.com/player/kobe-jones/9925/,9925,"6'4""",260,Mississippi State,2021,NA,NA,Falcons
Curtis Weaver,ED,Browns,TRUE,2022,1,705000,705000,https://overthecap.com/player/curtis-weaver/8904/,8904,"6'3""",265,Boise State,2020,5,164,Dolphins
Gerri Green,ED,Raiders,TRUE,2022,1,705000,705000,https://overthecap.com/player/gerri-green/7990/,7990,"6'4""",255,Mississippi State,2019,6,199,Colts
DeMarcus Walker,ED,Titans,TRUE,2022,1,0,0,https://overthecap.com/player/demarcus-walker/5637/,5637,"6'4""",280,Florida State,2017,2,51,Broncos
Darius Leonard,LB,Colts,TRUE,2021,5,98500000,19700000,https://overthecap.com/player/darius-leonard/6921/,6921,"6'3""",235,South Carolina State,2018,2,36,Colts
Fred Warner,LB,49ers,TRUE,2021,5,95225000,19045000,https://overthecap.com/player/fred-warner/6955/,6955,"6'4""",230,BYU,2018,3,70,NA
C.J. Mosley,LB,Jets,TRUE,2019,5,85000000,17000000,https://overthecap.com/player/c-j-mosley/2956/,2956,"6'2""",234,Alabama,2014,1,17,Ravens
Deion Jones,LB,Falcons,TRUE,2019,4,57000000,14250000,https://overthecap.com/player/deion-jones/4765/,4765,"6'1""",222,LSU,2016,2,52,Falcons
Foyesade Oluokun,LB,Jaguars,TRUE,2022,3,45000000,15000000,https://overthecap.com/player/foyesade-oluokun/7085/,7085,"6'2""",218,Yale,2018,6,200,Falcons
Shaq Thompson,LB,Panthers,TRUE,2019,4,54160000,13540000,https://overthecap.com/player/shaq-thompson/3873/,3873,"6'0""",228,Washington,2015,1,25,Panthers
Lavonte David,LB,Buccaneers,TRUE,2021,2,25000000,12500000,https://overthecap.com/player/lavonte-david/350/,350,"6'1""",233,Nebraska,2012,2,58,Buccaneers
Jerome Baker,LB,Dolphins,TRUE,2021,3,37500000,12500000,https://overthecap.com/player/jerome-baker/6958/,6958,"6'1""",225,Ohio State,2018,3,73,Dolphins
Matt Milano,LB,Bills,TRUE,2021,4,41500000,10375000,https://overthecap.com/player/matt-milano/5749/,5749,"6'0""",223,Boston College,2017,5,163,Bills
Eric Kendricks,LB,Vikings,TRUE,2018,5,50000000,10000000,https://overthecap.com/player/eric-kendricks/3893/,3893,"6'0""",232,UCLA,2015,2,45,Vikings
Zach Cunningham,LB,Titans,TRUE,2022,3,33000000,11000000,https://overthecap.com/player/zach-cunningham/5643/,5643,"6'3""",234,Vanderbilt,2017,2,57,Texans
De'Vondre Campbell,LB,Packers,TRUE,2022,5,50000000,10000000,https://overthecap.com/player/devondre-campbell/4828/,4828,"6'4""",232,Minnesota,2016,4,115,Falcons
Bobby Wagner,LB,Rams,TRUE,2022,5,50000000,10000000,https://overthecap.com/player/bobby-wagner/1531/,1531,"6'0""",241,Utah State,2012,2,47,Seahawks
Demario Davis,LB,Saints,TRUE,2020,3,27000000,9000000,https://overthecap.com/player/demario-davis/984/,984,"6'2""",239,Arkansas State,2012,3,77,Jets
Devin White,LB,Buccaneers,TRUE,2019,4,29315814,7328954,https://overthecap.com/player/devin-white/7796/,7796,"6'1""",240,LSU,2019,1,5,Buccaneers
Myles Jack,LB,Steelers,TRUE,2022,2,16000000,8000000,https://overthecap.com/player/myles-jack/4749/,4749,"6'1""",245,UCLA,2016,2,36,Jaguars
Josey Jewell,LB,Broncos,TRUE,2022,2,11000000,5500000,https://overthecap.com/player/josey-jewell/6991/,6991,"6'2""",236,Iowa,2018,4,106,Broncos
Roquan Smith,LB,Bears,TRUE,2018,4,18477166,4619292,https://overthecap.com/player/roquan-smith/6893/,6893,"6'1""",236,Georgia,2018,1,8,Bears
Isaiah Simmons,LB,Cardinals,TRUE,2020,4,20664054,5166014,https://overthecap.com/player/isaiah-simmons/8748/,8748,"6'4""",238,Clemson,2020,1,8,Cardinals
Devin Bush,LB,Steelers,TRUE,2019,4,18871768,4717942,https://overthecap.com/player/devin-bush/7801/,7801,"5'11""",233,Michigan,2019,1,10,Steelers
Jordan Hicks,LB,Vikings,TRUE,2022,2,10000000,5000000,https://overthecap.com/player/jordan-hicks/3932/,3932,"6'1""",238,Texas,2015,3,84,Eagles
Christian Kirksey,LB,Texans,TRUE,2022,2,10000000,5000000,https://overthecap.com/player/christian-kirksey/3010/,3010,"6'2""",235,Iowa,2014,3,71,Browns
Micah Parsons,LB,Cowboys,TRUE,2021,4,17079792,4269948,https://overthecap.com/player/micah-parsons/9476/,9476,"6'3""",240,Penn State,2021,1,12,Cowboys
Anthony Walker Jr.,LB,Browns,TRUE,2022,1,4250000,4250000,https://overthecap.com/player/anthony-walker-jr/5747/,5747,"6'1""",238,Northwestern,2017,5,161,Colts
Zaven Collins,LB,Cardinals,TRUE,2021,4,14690254,3672564,https://overthecap.com/player/zaven-collins/9480/,9480,"6'4""",260,Tulsa,2021,1,16,Cardinals
Kamu Grugier-Hill,LB,Texans,TRUE,2022,1,4000000,4000000,https://overthecap.com/player/kamu-grugier-hill/4921/,4921,"6'2""",215,Eastern Illinois,2016,6,208,Patriots
Azeez Al-Shaair,LB,49ers,TRUE,2022,1,3986000,3986000,https://overthecap.com/player/azeez-al-shaair/8212/,8212,"6'1""",234,Florida Atlantic,2019,NA,NA,NA
Jamin Davis,LB,Commanders,TRUE,2021,4,13794176,3448544,https://overthecap.com/player/jamin-davis/9483/,9483,"6'4""",234,Kentucky,2021,1,19,Commanders
Jalen Reeves-Maybin,LB,Texans,TRUE,2022,2,7500000,3750000,https://overthecap.com/player/jalen-reeves-maybin/5710/,5710,"6'0""",230,Tennessee,2017,4,124,Lions
Tremaine Edmunds,LB,Bills,TRUE,2018,4,12659544,3164886,https://overthecap.com/player/tremaine-edmunds/6901/,6901,"6'5""",253,Virginia Tech,2018,1,16,Bills
Denzel Perryman,LB,Raiders,TRUE,2021,2,6085000,3042500,https://overthecap.com/player/denzel-perryman/3896/,3896,"6'0""",236,Miami,2015,2,48,Chargers
Quay Walker,LB,Packers,TRUE,2022,4,13841644,3460411,https://overthecap.com/player/quay-walker/10067/,10067,"6'4""",242,Georgia,2022,1,22,Packers
Damien Wilson,LB,Panthers,TRUE,2022,2,6900000,3450000,https://overthecap.com/player/damien-wilson/3975/,3975,"6'2""",240,Minnesota,2015,4,127,Cowboys
Kenneth Murray,LB,Chargers,TRUE,2020,4,12974944,3243736,https://overthecap.com/player/kenneth-murray/8763/,8763,"6'2""",243,Oklahoma,2020,1,23,Chargers
Zaire Franklin,LB,Colts,TRUE,2022,3,10000000,3333333,https://overthecap.com/player/zaire-franklin/7120/,7120,"6'0""",236,Syracuse,2018,7,235,Colts
Devin Lloyd,LB,Jaguars,TRUE,2022,4,12936608,3234152,https://overthecap.com/player/devin-lloyd/10072/,10072,"6'3""",237,Utah,2022,1,27,Jaguars
Jordyn Brooks,LB,Seahawks,TRUE,2020,4,12235604,3058901,https://overthecap.com/player/jordyn-brooks/8767/,8767,"6'1""",245,Texas Tech,2020,1,27,Seahawks
Patrick Queen,LB,Ravens,TRUE,2020,4,12161670,3040418,https://overthecap.com/player/patrick-queen/8768/,8768,"6'1""",227,LSU,2020,1,28,Ravens
Duke Riley,LB,Dolphins,TRUE,2022,1,3000000,3000000,https://overthecap.com/player/duke-riley/5661/,5661,"6'0""",232,LSU,2017,3,75,Falcons
Nicholas Morrow,LB,Bears,TRUE,2022,1,3000000,3000000,https://overthecap.com/player/nicholas-morrow/6086/,6086,"6'0""",216,Greenvile,2017,NA,NA,Raiders
Blake Martinez,LB,Giants,TRUE,2022,1,3000000,3000000,https://overthecap.com/player/blake-martinez/4844/,4844,"6'2""",237,Stanford,2016,4,131,Packers
Kyzir White,LB,Eagles,TRUE,2022,1,3000000,3000000,https://overthecap.com/player/kyzir-white/7004/,7004,"6'2""",216,West Virginia,2018,4,119,Chargers
Ja'Whaun Bentley,LB,Patriots,TRUE,2022,2,6000000,3000000,https://overthecap.com/player/jawhaun-bentley/7028/,7028,"6'2""",260,Purdue,2018,5,143,Patriots
Tyler Matakevich,LB,Bills,TRUE,2021,1,2500000,2500000,https://overthecap.com/player/tyler-matakevich/4959/,4959,"6'0""",238,Temple,2016,7,246,Steelers
Elandon Roberts,LB,Dolphins,TRUE,2022,1,2750000,2750000,https://overthecap.com/player/elandon-roberts/4927/,4927,"6'0""",235,Houston,2016,6,214,Patriots
Cory Littleton,LB,Panthers,TRUE,2022,1,2600000,2600000,https://overthecap.com/player/cory-littleton/5197/,5197,"6'3""",228,Washington,2016,NA,NA,Rams
Marcus Allen,LB,Steelers,TRUE,2022,1,2540000,2540000,https://overthecap.com/player/marcus-allen/7033/,7033,"6'2""",207,Penn State,2018,5,148,Steelers
Travin Howard,LB,Rams,TRUE,2022,1,2540000,2540000,https://overthecap.com/player/travin-howard/7116/,7116,"6'1""",213,TCU,2018,7,231,Rams
Oren Burks,LB,49ers,TRUE,2022,2,5000000,2500000,https://overthecap.com/player/oren-burks/6973/,6973,"6'3""",230,Vanderbilt,2018,3,88,Packers
T.J. Edwards,LB,Eagles,TRUE,2021,1,2150000,2150000,https://overthecap.com/player/t-j-edwards/8427/,8427,"6'0""",230,Wisconsin,2019,NA,NA,Eagles
Robert Spillane,LB,Steelers,TRUE,2022,1,2433000,2433000,https://overthecap.com/player/robert-spillane/7595/,7595,"6'2""",220,Western Michigan,2018,NA,NA,Titans
Alex Anzalone,LB,Lions,TRUE,2022,1,2250000,2250000,https://overthecap.com/player/alex-anzalone/5662/,5662,"6'3""",241,Florida,2017,3,76,Saints
Chris Board,LB,Lions,TRUE,2022,1,2000000,2000000,https://overthecap.com/player/chris-board/7653/,7653,"6'2""",226,North Dakota State,2018,NA,NA,Ravens
Leighton Vander Esch,LB,Cowboys,TRUE,2022,1,2000000,2000000,https://overthecap.com/player/leighton-vander-esch/6904/,6904,"6'4""",256,Boise State,2018,1,19,Cowboys
Neville Hewitt,LB,Texans,TRUE,2022,1,1950000,1950000,https://overthecap.com/player/neville-hewitt/4176/,4176,"6'2""",219,Marshall,2015,NA,NA,Dolphins
Tanner Vallejo,LB,Cardinals,TRUE,2021,2,3300000,1650000,https://overthecap.com/player/tanner-vallejo/5781/,5781,"6'1""",228,Boise State,2017,6,195,Bills
Jeremiah Owusu-Koramoah,LB,Browns,TRUE,2021,4,6476224,1619056,https://overthecap.com/player/jeremiah-owusu-koramoah/9516/,9516,"6'2""",215,Notre Dame,2021,2,52,Browns
"Jermaine Carter, Jr.",LB,Chiefs,TRUE,2022,1,1770000,1770000,https://overthecap.com/player/jermaine-carter-jr/7046/,7046,"6'0""",228,Maryland,2018,5,161,Panthers
Nick Vigil,LB,Cardinals,TRUE,2022,1,1770000,1770000,https://overthecap.com/player/nick-vigil/4800/,4800,"6'2""",239,Utah State,2016,3,87,Bengals
Rashaan Evans,LB,Falcons,TRUE,2022,1,1750000,1750000,https://overthecap.com/player/rashaan-evans/6907/,6907,"6'3""",234,Alabama,2018,1,22,Titans
Kevin Pierre-Louis,LB,Texans,TRUE,2022,1,1700000,1700000,https://overthecap.com/player/kevin-pierre-louis/3071/,3071,"6'0""",232,Boston College,2014,4,132,Seahawks
Sam Eguavoen,LB,Dolphins,TRUE,2022,1,1690000,1690000,https://overthecap.com/player/sam-eguavoen/7741/,7741,"6'0""",227,Texas Tech,2015,NA,NA,Dolphins
Nick Bolton,LB,Chiefs,TRUE,2021,4,5834040,1458510,https://overthecap.com/player/nick-bolton/9522/,9522,"6'0""",232,Missouri,2021,2,58,Chiefs
Troy Andersen,LB,Falcons,TRUE,2022,4,6498118,1624530,https://overthecap.com/player/troy-andersen/10103/,10103,"6'4""",243,Montana State,2022,2,58,Falcons
Pete Werner,LB,Saints,TRUE,2021,4,5684682,1421171,https://overthecap.com/player/pete-werner/9524/,9524,"6'3""",242,Ohio State,2021,2,60,Saints
Josh Woods,LB,Lions,TRUE,2022,1,1550000,1550000,https://overthecap.com/player/josh-woods/7670/,7670,"6'1""",204,Maryland,2018,NA,NA,Bears
Devon Kennard,LB,Cardinals,TRUE,2022,1,1500000,1500000,https://overthecap.com/player/devon-kennard/3113/,3113,"6'3""",249,USC,2014,5,174,Giants
Zeke Turner,LB,Cardinals,TRUE,2022,1,1500000,1500000,https://overthecap.com/player/zeke-turner/7548/,7548,"6'2""",214,Washington,2018,NA,NA,Cardinals
Brian Asamoah,LB,Vikings,TRUE,2022,4,5772078,1443020,https://overthecap.com/player/brian-asamoah/10111/,10111,"6'1""",225,Oklahoma,2022,3,66,Vikings
Chazz Surratt,LB,Vikings,TRUE,2021,4,5015094,1253774,https://overthecap.com/player/chazz-surratt/9542/,9542,"6'2""",225,North Carolina,2021,3,78,Vikings
Chad Muma,LB,Jaguars,TRUE,2022,4,5700588,1425147,https://overthecap.com/player/chad-muma/10115/,10115,"6'3""",237,Wyoming,2022,3,70,Jaguars
Divine Deablo,LB,Raiders,TRUE,2021,4,4980836,1245209,https://overthecap.com/player/divine-deablo/9544/,9544,"6'3""",226,Virginia Tech,2021,3,80,Raiders
Christian Harris,LB,Texans,TRUE,2022,4,5608936,1402234,https://overthecap.com/player/christian-harris/10120/,10120,"6'1""",235,Alabama,2022,3,75,Texans
"Willie Gay, Jr.",LB,Chiefs,TRUE,2020,4,5271046,1317762,https://overthecap.com/player/willie-gay-jr/8803/,8803,"6'2""",240,Mississippi State,2020,2,63,Chiefs
Monty Rice,LB,Titans,TRUE,2021,4,4848858,1212215,https://overthecap.com/player/monty-rice/9556/,9556,"6'1""",235,Georgia,2021,3,92,Titans
Andre Smith,LB,Bills,TRUE,2021,2,2400000,1200000,https://overthecap.com/player/andre-smith/7119/,7119,"6'0""",240,North Carolina,2018,7,234,Panthers
Ernest Jones,LB,Rams,TRUE,2021,4,4685354,1171339,https://overthecap.com/player/ernest-jones/9567/,9567,"6'2""",230,South Carolina,2021,3,103,Rams
Baron Browning,LB,Broncos,TRUE,2021,4,4675775,1168944,https://overthecap.com/player/baron-browning/9569/,9569,"6'3""",240,Ohio State,2021,3,105,Broncos
Channing Tindall,LB,Dolphins,TRUE,2022,4,5251818,1312955,https://overthecap.com/player/channing-tindall/10147/,10147,"6'2""",228,Georgia,2022,3,102,Dolphins
Leo Chenal,LB,Chiefs,TRUE,2022,4,5251818,1312955,https://overthecap.com/player/leo-chenal/10148/,10148,"6'3""",250,Wisconsin,2022,3,103,Chiefs
Nakobe Dean,LB,Eagles,TRUE,2022,4,5204642,1301161,https://overthecap.com/player/nakobe-dean/10128/,10128,"5'11""",231,Georgia,2022,3,83,Eagles
Logan Wilson,LB,Bengals,TRUE,2020,4,4945592,1236398,https://overthecap.com/player/logan-wilson/8805/,8805,"6'2""",241,Wyoming,2020,3,65,Bengals
Terrel Bernard,LB,Bills,TRUE,2022,4,5132864,1283216,https://overthecap.com/player/terrel-bernard/10134/,10134,"6'1""",218,Baylor,2022,3,89,Bills
Julian Stanford,LB,Panthers,TRUE,2022,1,1272500,1272500,https://overthecap.com/player/julian-stanford/942/,942,"6'1""",230,Wagner,2012,NA,NA,Jaguars
David Mayo,LB,Commanders,TRUE,2022,1,1272500,1272500,https://overthecap.com/player/david-mayo/4017/,4017,"6'1""",235,Texas State,2015,5,169,Panthers
Josh Bynes,LB,Ravens,TRUE,2022,1,1272500,1272500,https://overthecap.com/player/josh-bynes/1714/,1714,"6'1""",240,Auburn,2011,NA,NA,Ravens
Calvin Munson,LB,MIA/NE,TRUE,2021,2,2215000,1107500,https://overthecap.com/player/calvin-munson/6195/,6195,"6'1""",245,San Diego State,2017,NA,NA,Giants
Zack Baun,LB,Saints,TRUE,2020,4,4787121,1196780,https://overthecap.com/player/zack-baun/8814/,8814,"6'3""",235,Wisconsin,2020,3,74,Saints
Jayon Brown,LB,Raiders,TRUE,2022,1,1250000,1250000,https://overthecap.com/player/jayon-brown/5741/,5741,"6'0""",231,UCLA,2017,5,155,Titans
Raekwon McMillan,LB,Patriots,TRUE,2021,2,2185000,1092500,https://overthecap.com/player/raekwon-mcmillan/5640/,5640,"6'2""",240,Ohio State,2017,2,54,Dolphins
Derrick Barnes,LB,Lions,TRUE,2021,4,4261208,1065302,https://overthecap.com/player/derrick-barnes/9577/,9577,"6'1""",245,Purdue,2021,4,113,Lions
Jabril Cox,LB,Cowboys,TRUE,2021,4,4251248,1062812,https://overthecap.com/player/jabril-cox/9579/,9579,"6'4""",231,LSU,2021,4,115,Cowboys
Jahlani Tavai,LB,Patriots,TRUE,2021,2,2095000,1047500,https://overthecap.com/player/jahlani-tavai/7834/,7834,"6'4""",245,Hawaii,2019,2,43,Lions
Joel Iyiegbuniwe,LB,Seahawks,TRUE,2022,1,1187500,1187500,https://overthecap.com/player/joel-iyiegbuniwe/7000/,7000,"6'1""",230,Western Kentucky,2018,4,115,Bears
Marcell Harris,LB,Jets,TRUE,2022,1,1187500,1187500,https://overthecap.com/player/marcell-harris/7069/,7069,"6'0""",208,Florida,2018,6,184,NA
Genard Avery,LB,Steelers,TRUE,2022,1,1187500,1187500,https://overthecap.com/player/genard-avery/7035/,7035,"6'1""",255,Memphis,2018,5,150,Browns
Marquel Lee,LB,Bills,TRUE,2022,1,1187500,1187500,https://overthecap.com/player/marquel-lee/5754/,5754,"6'3""",240,Wake Forest,2017,5,168,Raiders
Matthew Adams,LB,Bears,TRUE,2022,1,1187500,1187500,https://overthecap.com/player/matthew-adams/7106/,7106,"6'1""",237,Houston,2018,7,221,Colts
Jarrad Davis,LB,Lions,TRUE,2022,1,1187500,1187500,https://overthecap.com/player/jarrad-davis/5605/,5605,"6'1""",238,Florida,2017,1,21,Lions
Brandon King,LB,Colts,TRUE,2022,1,1187500,1187500,https://overthecap.com/player/brandon-king/4466/,4466,"6'2""",213,Auburn,2015,NA,NA,Patriots
Dylan Cole,LB,Titans,TRUE,2022,1,1187500,1187500,https://overthecap.com/player/dylan-cole/6241/,6241,"6'0""",220,Missouri State,2017,NA,NA,Texans
Brennan Scarlett,LB,Dolphins,TRUE,2022,1,1185000,1185000,https://overthecap.com/player/brennan-scarlett/5273/,5273,"6'4""",264,Stanford,2016,NA,NA,Texans
Harvey Langi,LB,Patriots,TRUE,2022,1,1185000,1185000,https://overthecap.com/player/harvey-langi/6131/,6131,"6'2""",252,BYU,2017,NA,NA,Patriots
Jacob Phillips,LB,Browns,TRUE,2020,4,4344310,1086078,https://overthecap.com/player/jacob-phillips/8837/,8837,"6'4""",233,LSU,2020,3,97,Browns
Malik Harrison,LB,Ravens,TRUE,2020,4,4336935,1084234,https://overthecap.com/player/malik-harrison/8838/,8838,"6'3""",246,Ohio State,2020,3,98,Ravens
Buddy Johnson,LB,Steelers,TRUE,2021,4,3979344,994836,https://overthecap.com/player/buddy-johnson/9604/,9604,"6'2""",240,Texas A&M,2021,4,140,Steelers
Davion Taylor,LB,Eagles,TRUE,2020,4,4313292,1078323,https://overthecap.com/player/davion-taylor/8843/,8843,"6'2""",225,Colorado,2020,3,103,Eagles
Germaine Pratt,LB,Bengals,TRUE,2019,4,4083539,1020885,https://overthecap.com/player/germaine-pratt/7863/,7863,"6'3""",240,North Carolina State,2019,3,72,Bengals
Joe Thomas,LB,Bears,TRUE,2022,1,1120000,1120000,https://overthecap.com/player/joe-thomas/3376/,3376,"6'1""",227,South Carolina State,2014,NA,NA,Packers
Luke Gifford,LB,Cowboys,TRUE,2022,1,1115000,1115000,https://overthecap.com/player/luke-gifford/8451/,8451,"6'3""",243,Nebraska,2019,NA,NA,Cowboys
Alex Singleton,LB,Broncos,TRUE,2022,1,1115000,1115000,https://overthecap.com/player/alex-singleton/4507/,4507,"6'2""",242,Montana State,2015,NA,NA,Seahawks
Brandon Smith,LB,Panthers,TRUE,2022,4,4416552,1104138,https://overthecap.com/player/brandon-smith/10165/,10165,"6'4""",244,Penn State,2022,4,120,Panthers
Jamien Sherwood,LB,Jets,TRUE,2021,4,3834856,958714,https://overthecap.com/player/jamien-sherwood/9610/,9610,"6'2""",220,Auburn,2021,5,146,Jets
Tony Fields II,LB,Browns,TRUE,2021,4,3809752,952438,https://overthecap.com/player/tony-fields-ii/9617/,9617,"6'1""",220,West Virginia,2021,5,153,Browns
Akeem Davis-Gaither,LB,Bengals,TRUE,2020,4,4112508,1028127,https://overthecap.com/player/akeem-davis-gaither/8847/,8847,"6'2""",224,Appalachian State,2020,4,107,Bengals
Garret Wallow,LB,Texans,TRUE,2021,4,3775888,943972,https://overthecap.com/player/garret-wallow/9634/,9634,"6'2""",230,TCU,2021,5,170,Texans
Troy Reeder,LB,Chargers,TRUE,2022,1,1075000,1075000,https://overthecap.com/player/troy-reeder/8482/,8482,"6'3""",245,Delaware,2019,NA,NA,Rams
K.J. Britt,LB,Buccaneers,TRUE,2021,4,3746296,936574,https://overthecap.com/player/k-j-britt/9640/,9640,"6'0""",243,Auburn,2021,5,176,Buccaneers
Tae Davis,LB,Texans,TRUE,2022,1,1065000,1065000,https://overthecap.com/player/tae-davis/7364/,7364,"6'1""",200,Tennessee-Chattanooga,2018,NA,NA,Giants
Mykal Walker,LB,Falcons,TRUE,2020,4,4041084,1010271,https://overthecap.com/player/mykal-walker/8859/,8859,"6'3""",230,Fresno State,2020,4,119,Falcons
