ID,OffensiveYardarge,RB,TE,Down,ToGo,TotalToGo,Formation,EPA,RusherStrength,BlockerStrength,DefenderStrength
29377,6,1,1,1,10,51,3-4,0.161884,0.009620583780923406,0.034712080305243136,0.030483390309525224
29378,3,1,2,2,4,45,3-4,0.100955,0.009620583780923406,0.034712080305243136,0.0284961286096522
29379,0,2,2,3,1,42,0-0,-4.828125,0.009620583780923406,0.034712080305243136,0.03102669985721407
29384,5,1,1,2,2,31,0-0,0.314959,0.02535778839844347,0.032744063197543756,0.019378811520640735
29393,1,1,1,3,3,59,0-0,-1.314429,0.02535778839844347,0.032744063197543756,0.01702901798465398
29400,-1,1,2,2,10,75,4-3,-0.778185,0.009620583780923406,0.034712080305243136,0.0284961286096522
29402,1,1,1,1,10,65,4-3,-0.435233,0.009620583780923406,0.034712080305243136,0.02626825540638872
29411,4,1,3,1,15,24,3-4,-0.292801,0.02535778839844347,0.032744063197543756,0.015612105635913896
29413,2,1,1,1,10,72,3-4,-0.326178,0.011854745019880705,0.03659961964607415,0.01646751618928885
29416,3,1,1,1,10,66,4-3,-0.199623,0.043873864767647694,0.039822578434078174,0.019755118083328266
29418,0,1,1,3,1,57,4-3,-1.5818,0.043873864767647694,0.039822578434078174,0.019755118083328266
29420,5,1,1,1,10,70,3-4,0.111694,0.011854745019880705,0.03659961964607415,0.01422308007844788
29422,6,1,2,1,10,48,3-4,0.123745,0.011854745019880705,0.03659961964607415,0.012016917152336909
29432,5,1,1,1,10,39,3-4,0.110785,0.011854745019880705,0.03659961964607415,0.007073266854493939
29438,4,1,1,1,10,70,3-4,-0.058391,0.011854745019880705,0.03659961964607415,0.0059143096767618475
29442,-1,1,2,1,10,55,4-3,-0.600246,0.043873864767647694,0.039822578434078174,0.017940244712232472
29448,1,1,2,1,10,31,4-3,-0.371471,0.043873864767647694,0.039822578434078174,0.013645865077534713
29455,7,1,2,2,1,78,3-4,0.316232,0.011854745019880705,0.03659961964607415,0.01422308007844788
29456,8,1,1,1,10,54,3-4,0.439597,0.011854745019880705,0.03659961964607415,0.013273437909021158
29458,4,1,1,2,10,31,3-4,-0.232392,0.011854745019880705,0.03659961964607415,0.00836665804274494
29463,5,1,1,1,10,57,4-3,0.003001,0.043873864767647694,0.039822578434078174,0.027846709665011758
29466,8,1,1,1,10,23,4-3,0.286169,0.043873864767647694,0.039822578434078174,0.02449953095747584
29472,1,1,2,1,10,75,4-3,-0.491758,0.043873864767647694,0.039822578434078174,0.027846709665011758
29487,2,1,1,1,10,75,3-4,-0.376269,0.011854745019880705,0.03659961964607415,0.00973758650733069
29488,14,1,1,2,8,73,3-4,1.311393,0.011854745019880705,0.03659961964607415,0.00973758650733069
29489,2,1,1,1,10,59,3-4,-0.229751,0.011854745019880705,0.03659961964607415,0.010345331830078708
29495,2,1,1,1,10,21,3-4,-0.217948,0.011854745019880705,0.03659961964607415,0.01422308007844788
29500,5,1,1,1,10,77,4-3,0.116087,0.043873864767647694,0.039822578434078174,0.01709312002530029
29503,2,1,1,1,15,51,4-3,-0.465734,0.043873864767647694,0.039822578434078174,0.021737456659218203
29505,3,1,2,1,10,33,4-3,-0.176907,0.043873864767647694,0.039822578434078174,0.01709312002530029
29506,6,1,2,2,7,30,4-3,0.155545,0.043873864767647694,0.039822578434078174,0.01709312002530029
29507,1,1,1,3,1,24,4-3,0.606878,0.043873864767647694,0.039822578434078174,0.019755118083328266
29508,6,1,1,1,10,23,4-3,0.120613,0.043873864767647694,0.039822578434078174,0.027846709665011758
29517,5,1,3,1,10,48,4-3,0.035466,0.043873864767647694,0.039822578434078174,0.022159223735619207
29518,0,1,2,2,5,43,4-3,-0.814485,0.043873864767647694,0.039822578434078174,0.022159223735619207
29526,-1,2,2,1,10,52,4-3,-0.613622,0.043873864767647694,0.039822578434078174,0.031493760892965385
29527,-1,2,2,2,11,53,4-3,-1.344379,0.043873864767647694,0.039822578434078174,0.031493760892965385
29528,-1,2,2,3,12,54,4-3,-1.387164,0.043873864767647694,0.039822578434078174,0.031493760892965385
29531,4,1,2,1,10,58,4-3,-0.068382,0.03191924748466482,0.034528580581803595,0.022378051514776072
29532,3,1,1,2,6,54,4-3,-0.238918,0.03191924748466482,0.034528580581803595,0.030312120368950632
29535,1,1,1,1,10,75,3-4,-0.517927,0.02730564513909665,0.03466522418023544,0.031444087769977876
29538,0,1,2,1,10,60,3-4,-0.502392,0.03191924748466482,0.034528580581803595,0.010127064443037688
29541,5,1,2,2,10,42,3-4,-0.185661,0.03191924748466482,0.034528580581803595,0.008488672083925125
29543,3,1,3,1,10,30,3-4,-0.154379,0.03191924748466482,0.034528580581803595,0.008488672083925125
29548,2,1,3,1,10,75,4-3,-0.376269,0.02730564513909665,0.03466522418023544,0.024940813252996817
29551,-1,1,2,1,10,65,3-4,-0.637533,0.03191924748466482,0.034528580581803595,0.016474696540243583
29554,23,1,1,2,9,47,3-4,1.652387,0.03191924748466482,0.034528580581803595,0.015988216749112175
29559,4,1,1,2,10,75,3-4,-0.233507,0.02730564513909665,0.03466522418023544,0.04166088876351184
29562,2,1,2,2,3,25,3-4,-0.773649,0.02730564513909665,0.03466522418023544,0.027208295077440735
29563,2,1,2,3,1,23,3-4,1.019394,0.02730564513909665,0.03466522418023544,0.02682935501324652
29570,4,1,1,1,10,50,3-4,-0.087605,0.03191924748466482,0.034528580581803595,0.0228597824106479
29571,0,1,2,2,6,46,3-4,-4.776356,0.03191924748466482,0.034528580581803595,0.0228597824106479
29572,1,1,1,1,10,52,3-4,-0.414795,0.02730564513909665,0.03466522418023544,0.025573604790685087
29578,-1,1,1,2,10,77,4-3,-0.675871,0.03191924748466482,0.034528580581803595,0.023544420230126012
29580,2,1,1,1,10,66,3-4,-0.310995,0.03191924748466482,0.034528580581803595,0.014224993144229746
29584,1,1,2,1,10,31,3-4,-0.375288,0.02730564513909665,0.03466522418023544,0.0346432368140253
29598,3,1,1,1,10,75,3-4,-0.233178,0.02730564513909665,0.03466522418023544,0.032476949158540824
29599,1,1,1,2,7,72,3-4,-0.654727,0.02730564513909665,0.03466522418023544,0.032476949158540824
29604,1,1,1,1,10,70,3-4,-0.419095,0.03191924748466482,0.034528580581803595,0.030312120368950632
29605,1,1,2,1,10,60,3-4,-0.348852,0.03191924748466482,0.034528580581803595,0.005615264350487942
29607,4,1,1,3,2,52,4-3,0.820617,0.03191924748466482,0.034528580581803595,0.019234308629970238
29608,1,1,1,1,20,58,3-4,-0.534187,0.03191924748466482,0.034528580581803595,0.00712596735792786
29611,0,1,1,1,10,71,3-4,-0.573812,0.02730564513909665,0.03466522418023544,0.02651268052001382
29614,3,1,1,1,10,34,3-4,-0.179066,0.02730564513909665,0.03466522418023544,0.03536583899622334
29616,5,1,2,3,7,31,0-0,-0.333081,0.02730564513909665,0.03466522418023544,0.03143391926107474
29617,2,1,1,4,2,26,3-4,1.668047,0.02730564513909665,0.03466522418023544,0.029448249338213207
29618,5,1,2,1,10,24,3-4,0.102724,0.02730564513909665,0.03466522418023544,0.025573604790685087
29624,0,1,2,1,10,75,4-3,-0.619987,0.03191924748466482,0.034528580581803595,0.012570652213109148
29627,0,1,2,1,10,47,4-3,-0.505018,0.03191924748466482,0.034528580581803595,0.010390913420456428
29628,6,1,1,1,10,26,4-3,0.114349,0.03191924748466482,0.034528580581803595,0.030312120368950632
29633,20,1,1,1,10,75,3-4,1.103849,0.02730564513909665,0.03466522418023544,0.0320673391354502
29642,3,1,3,1,10,32,3-4,-0.161301,0.03191924748466482,0.034528580581803595,0.01300047217647487
29647,0,1,2,1,10,60,3-4,-0.502392,0.03191924748466482,0.034528580581803595,0.008058852120559403
29657,1,1,3,1,10,53,4-3,-0.385428,0.03191924748466482,0.034528580581803595,0.01211800993094353
29658,1,1,2,2,9,52,0-0,-0.664094,0.03191924748466482,0.034528580581803595,0.021118225787938375
29661,6,1,1,1,10,79,3-4,0.289865,0.02730564513909665,0.03466522418023544,0.023820053427192754
29662,11,1,1,2,4,73,3-4,0.755563,0.02730564513909665,0.03466522418023544,0.028128984178535182
29663,-3,1,1,1,10,62,3-4,-0.928204,0.02730564513909665,0.03466522418023544,0.03082786770894329
29667,2,1,1,1,10,62,3-4,-0.255758,0.009620583780923406,0.034712080305243136,0.016364922134140016
29669,1,1,2,1,10,44,3-4,-0.377949,0.009620583780923406,0.034712080305243136,0.01631471830596066
29671,4,1,1,3,1,35,3-4,0.46007,0.009620583780923406,0.034712080305243136,0.017480170031394994
29672,7,1,1,1,10,31,3-4,0.281955,0.009620583780923406,0.034712080305243136,0.020866314157337792
29673,5,1,2,2,3,24,3-4,0.443923,0.009620583780923406,0.034712080305243136,0.019522089456131
29678,3,1,2,2,7,72,0-0,-0.341014,0.0190038838273121,0.04132343770290404,0.018697436660668806
29679,-1,1,3,1,5,59,0-0,-0.374038,0.0190038838273121,0.04132343770290404,0.017944908720865713
29681,5,2,2,3,1,55,0-0,0.494956,0.0190038838273121,0.04132343770290404,0.018697436660668806
29686,9,1,1,3,7,37,3-4,1.674078,0.0190038838273121,0.04132343770290404,0.027311371068000405
29688,5,1,1,2,10,28,0-0,-0.165855,0.0190038838273121,0.04132343770290404,0.017944908720865713
29694,6,1,1,1,10,60,3-4,0.161078,0.009620583780923406,0.034712080305243136,0.009496490449525784
29695,6,1,1,2,4,54,3-4,0.591763,0.009620583780923406,0.034712080305243136,0.009496490449525784
29702,3,2,1,1,10,75,0-0,-0.233178,0.0190038838273121,0.04132343770290404,0.029415858563137116
29704,-1,2,1,1,10,64,0-0,-0.697922,0.0190038838273121,0.04132343770290404,0.018697436660668806
29707,2,1,2,2,7,50,0-0,-0.458548,0.0190038838273121,0.04132343770290404,0.011909963909496208
29720,8,1,1,1,10,68,3-4,0.608161,0.009620583780923406,0.034712080305243136,0.01668331924470197
29723,4,1,1,2,1,45,3-4,0.166576,0.009620583780923406,0.034712080305243136,0.0177414795984173
29728,0,1,2,1,10,60,0-0,-0.558819,0.0190038838273121,0.04132343770290404,0.02223737415633001
29733,1,1,2,1,10,70,3-4,-0.419095,0.009620583780923406,0.034712080305243136,0.017816752372397965
29734,6,1,2,2,9,69,3-4,-0.089164,0.009620583780923406,0.034712080305243136,0.017816752372397965
29735,3,1,1,3,3,63,3-4,1.02289,0.009620583780923406,0.034712080305243136,0.016518942403012594
29741,0,1,2,1,10,75,0-0,-0.654398,0.0190038838273121,0.04132343770290404,0.023641743269911003
29744,4,1,1,2,10,63,0-0,-0.218676,0.0190038838273121,0.04132343770290404,0.018420687387408628
29746,7,1,2,1,10,62,3-4,0.333809,0.009620583780923406,0.034712080305243136,0.011351398028018886
29747,16,1,1,2,3,55,3-4,0.918129,0.009620583780923406,0.034712080305243136,0.009020079183634773
29748,3,1,2,1,10,39,3-4,-0.267316,0.009620583780923406,0.034712080305243136,0.009020079183634773
29753,1,1,1,1,10,67,0-0,-0.424051,0.0190038838273121,0.04132343770290404,0.02141680241553679
29754,8,1,1,2,9,66,0-0,0.497025,0.0190038838273121,0.04132343770290404,0.020921371739124072
29755,-3,1,1,3,1,58,0-0,-2.330453,0.0190038838273121,0.04132343770290404,0.02141680241553679
29758,1,1,2,1,10,73,3-4,-0.453113,0.009620583780923406,0.034712080305243136,0.011638822855135145
29763,0,1,1,4,1,44,3-4,-3.421743,0.009620583780923406,0.034712080305243136,0.015487866896535234
29765,8,2,1,1,5,38,0-0,0.210783,0.0190038838273121,0.04132343770290404,0.014208049473667406
29766,-1,2,1,1,10,30,0-0,-0.476038,0.0190038838273121,0.04132343770290404,0.017036913463649966
29767,17,1,1,2,11,31,0-0,1.454852,0.0190038838273121,0.04132343770290404,0.016293694581101963
29773,1,1,1,1,10,61,3-4,-0.380316,0.009620583780923406,0.034712080305243136,0.009241772761076222
29775,8,1,1,3,1,52,3-4,0.665174,0.009620583780923406,0.034712080305243136,0.016364922134140016
29777,12,1,1,2,10,44,3-4,1.035297,0.009620583780923406,0.034712080305243136,0.016087805162338202
29779,4,1,1,2,25,47,3-4,-0.610217,0.009620583780923406,0.034712080305243136,0.017268476754248935
29782,22,1,2,2,3,68,0-0,1.060875,0.0190038838273121,0.04132343770290404,0.023937159997467684
29783,1,1,2,1,5,41,0-0,-0.377301,0.0190038838273121,0.04132343770290404,0.024898324960519632
29785,3,1,2,1,10,30,0-0,-0.161516,0.0190038838273121,0.04132343770290404,0.024898324960519632
29786,0,2,2,2,7,27,0-0,-0.564574,0.0190038838273121,0.04132343770290404,0.024898324960519632
29792,3,1,1,1,10,75,4-3,-0.221613,0.023141448544722432,0.04219553610623163,0.032256610360167345
29794,3,2,3,3,1,66,0-0,0.631645,0.023141448544722432,0.04219553610623163,0.02398976406642858
29795,6,1,2,1,10,63,4-3,0.237109,0.023141448544722432,0.04219553610623163,0.032256610360167345
29798,1,1,1,1,10,45,3-4,-0.384556,0.023141448544722432,0.04219553610623163,0.01233658552319871
29799,31,2,1,2,9,44,3-4,2.087166,0.023141448544722432,0.04219553610623163,0.01233658552319871
29806,3,2,2,1,10,73,0-0,-0.206971,0.020395248825219717,0.05300431051629475,0.036046237058392994
29808,0,2,2,1,10,63,0-0,-0.576523,0.020395248825219717,0.05300431051629475,0.036046237058392994
29810,0,2,2,1,10,53,0-0,-0.483075,0.020395248825219717,0.05300431051629475,0.036046237058392994
29813,2,2,2,1,10,43,0-0,-0.316601,0.020395248825219717,0.05300431051629475,0.020375419374718914
29816,15,2,2,1,10,32,3-4,0.981608,0.020395248825219717,0.05300431051629475,0.03299018233747869
29820,9,1,1,1,10,75,3-4,0.956543,0.023141448544722432,0.04219553610623163,0.02177911412900642
29821,5,1,1,2,1,66,3-4,-0.155352,0.023141448544722432,0.04219553610623163,0.023577567108881124
29827,5,1,1,1,10,74,4-3,0.125308,0.023141448544722432,0.04219553610623163,0.023227841822679
29828,6,1,2,2,5,69,4-3,0.507909,0.023141448544722432,0.04219553610623163,0.024839604059429147
29829,6,1,1,1,10,63,4-3,0.237109,0.023141448544722432,0.04219553610623163,0.02337463063282138
29830,5,1,1,2,4,57,3-4,0.36797,0.023141448544722432,0.04219553610623163,0.025340488276143637
29832,5,1,1,2,10,52,3-4,-0.216677,0.023141448544722432,0.04219553610623163,0.02244307725947577
29834,3,1,1,1,10,37,3-4,-0.260301,0.023141448544722432,0.04219553610623163,0.009761879842559423
29835,4,1,1,2,7,34,3-4,0.006642,0.023141448544722432,0.04219553610623163,0.009761879842559423
29837,17,2,2,1,15,67,0-0,1.028581,0.020395248825219717,0.05300431051629475,0.0321448361007764
29838,5,2,2,1,10,50,0-0,0.03208,0.020395248825219717,0.05300431051629475,0.0321448361007764
29839,4,2,1,2,5,45,0-0,0.198749,0.020395248825219717,0.05300431051629475,0.0321448361007764
29840,2,2,2,3,1,41,0-0,0.31274,0.020395248825219717,0.05300431051629475,0.028637727096037062
29841,12,2,2,1,10,39,0-0,0.836229,0.020395248825219717,0.05300431051629475,0.0321448361007764
29842,2,2,2,1,10,27,0-0,-0.257198,0.020395248825219717,0.05300431051629475,0.02598065442962788
29847,-1,2,2,1,10,76,4-3,-0.742989,0.023141448544722432,0.04219553610623163,0.025674334196104036
29849,2,2,2,1,10,61,0-0,-0.266068,0.020395248825219717,0.05300431051629475,0.036046237058392994
29850,1,2,2,2,8,59,3-4,-0.65699,0.020395248825219717,0.05300431051629475,0.03811846078512206
29852,0,2,2,1,15,45,0-0,-0.715804,0.020395248825219717,0.05300431051629475,0.036046237058392994
29856,15,2,1,2,10,75,3-4,1.459973,0.023141448544722432,0.04219553610623163,0.028917773470068613
29857,3,1,1,1,10,60,3-4,-0.095045,0.023141448544722432,0.04219553610623163,0.02925053480297009
29858,-7,1,1,2,7,57,3-4,-1.995226,0.023141448544722432,0.04219553610623163,0.02925053480297009
29861,0,1,1,2,4,44,3-4,-0.731601,0.023141448544722432,0.04219553610623163,0.017755022432404857
29863,5,1,1,1,10,38,4-3,-0.025959,0.023141448544722432,0.04219553610623163,0.023687250653642175
29864,1,1,1,2,5,33,3-4,-0.336401,0.023141448544722432,0.04219553610623163,0.019718822926663233
29866,22,2,2,1,10,75,0-0,1.231188,0.020395248825219717,0.05300431051629475,0.036046237058392994
29867,2,2,2,1,10,53,0-0,-0.283339,0.020395248825219717,0.05300431051629475,0.034703299433784855
29874,6,1,1,1,10,55,4-3,0.144278,0.023141448544722432,0.04219553610623163,0.02603488916303395
29875,7,2,1,2,4,49,3-4,0.636092,0.023141448544722432,0.04219553610623163,0.02925053480297009
29877,6,1,1,2,10,42,3-4,0.029007,0.023141448544722432,0.04219553610623163,0.02925053480297009
29882,-2,2,2,1,10,40,0-0,-0.76198,0.020395248825219717,0.05300431051629475,0.0321448361007764
29891,4,1,2,2,6,60,4-3,-0.072003,0.020395248825219717,0.05300431051629475,0.03904695366438439
29892,0,2,1,3,2,56,0-0,-1.881414,0.020395248825219717,0.05300431051629475,0.034703299433784855
29895,1,1,2,3,1,71,4-3,0.351997,0.023141448544722432,0.04219553610623163,0.020696957238397318
29907,-1,2,2,1,10,75,3-4,-0.744225,0.023141448544722432,0.04219553610623163,0.027826101453671148
29908,1,1,1,1,10,75,3-4,-0.491758,0.007066130927046504,0.042331760004245836,6.749824519621594e-4
29910,5,1,1,1,10,61,3-4,0.081347,0.007066130927046504,0.042331760004245836,6.749824519621594e-4
29912,31,1,2,3,1,52,3-4,1.878559,0.007066130927046504,0.042331760004245836,-0.0011391501126982837
29914,8,2,1,2,10,21,4-3,0.522935,0.007066130927046504,0.042331760004245836,5.476367237495419e-4
29917,4,1,1,2,8,73,4-3,-0.197923,0.04642580956145555,0.03904400711263111,0.01579400913293322
29925,9,2,1,2,13,78,3-4,0.427456,0.007066130927046504,0.042331760004245836,6.749824519621594e-4
29930,14,1,1,1,10,75,4-3,0.867524,0.04642580956145555,0.03904400711263111,0.01490624233820495
29933,7,1,2,1,10,29,4-3,0.403804,0.04642580956145555,0.03904400711263111,0.01490624233820495
29936,8,2,1,1,10,75,3-4,0.801611,0.007066130927046504,0.042331760004245836,1.295404174331166e-4
29937,13,1,2,2,2,67,3-4,0.35534,0.007066130927046504,0.042331760004245836,1.295404174331166e-4
29938,0,2,1,1,10,54,3-4,-0.457293,0.007066130927046504,0.042331760004245836,1.295404174331166e-4
29947,7,1,1,1,10,63,4-3,0.481497,0.04642580956145555,0.03904400711263111,0.014421570994684413
29948,7,1,1,2,3,56,3-4,0.257358,0.04642580956145555,0.03904400711263111,0.014421570994684413
29950,1,2,1,1,10,36,4-3,-0.431638,0.04642580956145555,0.03904400711263111,0.013567840906513608
29952,2,1,2,3,1,27,4-3,1.03237,0.04642580956145555,0.03904400711263111,0.019420530727637768
29953,7,2,1,1,10,25,4-3,0.323507,0.04642580956145555,0.03904400711263111,0.013567840906513608
29956,8,1,2,1,10,75,3-4,0.801611,0.007066130927046504,0.042331760004245836,6.749824519621594e-4
29957,15,2,1,2,2,67,3-4,0.501764,0.007066130927046504,0.042331760004245836,6.749824519621594e-4
29959,-1,1,1,1,10,50,4-3,-0.642132,0.04642580956145555,0.03904400711263111,0.0207092516827085
29967,1,1,2,1,10,75,4-3,-0.517927,0.04642580956145555,0.03904400711263111,0.0207092516827085
29970,40,1,1,1,10,48,4-3,2.064749,0.04642580956145555,0.03904400711263111,0.010668658966218249
29973,4,1,3,1,10,75,3-4,-0.05709,0.007066130927046504,0.042331760004245836,0.0023606917409779637
29978,6,1,1,1,10,53,4-3,0.199678,0.04642580956145555,0.03904400711263111,0.01845818697237433
29979,9,1,2,2,4,47,4-3,0.625269,0.04642580956145555,0.03904400711263111,0.01845818697237433
29981,1,1,1,1,10,22,4-3,-0.331085,0.04642580956145555,0.03904400711263111,0.01291972367655242
29983,3,2,1,1,10,75,3-4,-0.221613,0.007066130927046504,0.042331760004245836,1.295404174331166e-4
29987,4,1,2,2,6,77,4-3,-0.023114,0.04642580956145555,0.03904400711263111,0.02216032940091706
29992,8,1,2,1,10,69,4-3,0.761882,0.04642580956145555,0.03904400711263111,0.013567840906513608
29993,4,1,2,2,2,61,4-3,-0.169094,0.04642580956145555,0.03904400711263111,0.013567840906513608
29994,0,1,2,1,10,57,4-3,-0.483668,0.04642580956145555,0.03904400711263111,0.013567840906513608
29995,9,1,1,2,10,57,4-3,0.796792,0.04642580956145555,0.03904400711263111,0.013567840906513608
29996,4,1,1,3,1,48,4-3,0.39285,0.04642580956145555,0.03904400711263111,0.013567840906513608
29998,-1,1,1,2,10,44,4-3,-1.012039,0.04642580956145555,0.03904400711263111,0.016043676375599503
30003,-1,2,1,1,10,47,4-3,-0.662112,0.04642580956145555,0.03904400711263111,0.01291972367655242
30004,4,1,1,2,11,48,4-3,-0.381596,0.04642580956145555,0.03904400711263111,0.01291972367655242
30005,5,1,1,3,7,44,3-4,-0.629439,0.04642580956145555,0.03904400711263111,0.015456237078981623
30007,8,1,1,1,10,60,4-3,0.447744,0.007066130927046504,0.042331760004245836,-0.0011391501126982837
30014,58,2,2,1,10,70,4-3,3.292426,0.04642580956145555,0.03904400711263111,0.026161204632222868
30021,-1,2,2,1,10,61,4-3,-0.733892,0.04642580956145555,0.03904400711263111,0.011153330309738786
30022,-1,2,2,2,11,62,4-3,-1.282433,0.04642580956145555,0.03904400711263111,0.011153330309738786
30023,-1,2,2,3,12,63,4-3,-0.745393,0.04642580956145555,0.03904400711263111,0.011153330309738786
