ID,OffensiveYardarge,RB,TE,Down,ToGo,TotalToGo,Formation,EPA,RusherStrength,BlockerStrength,DefenderStrength
18162,4,1,2,1,10,69,3-4,-0.061732,0.033768230363296674,0.03717675303231835,0.013273437909021158
18163,5,1,2,2,6,65,3-4,-0.005339,0.033768230363296674,0.03717675303231835,0.013273437909021158
18164,7,1,2,3,1,60,3-4,0.884407,0.033768230363296674,0.03717675303231835,0.013273437909021158
18165,-1,2,1,1,10,53,4-3,-0.61737,0.033768230363296674,0.03717675303231835,0.017462264750689363
18169,7,2,1,1,10,22,3-4,0.292633,0.033768230363296674,0.03717675303231835,0.022049766895982037
18178,2,1,2,1,10,56,4-3,-0.23234,0.043873864767647694,0.039822578434078174,0.023561434367935296
18183,3,1,1,2,10,32,4-3,-0.191899,0.043873864767647694,0.039822578434078174,0.027787530170601808
18185,-1,2,1,1,10,75,3-4,-0.78828,0.033768230363296674,0.03717675303231835,0.012016917152336909
18187,-1,1,1,1,10,70,4-3,-0.669316,0.043873864767647694,0.039822578434078174,0.02305502307430181
18191,7,2,1,2,10,76,3-4,0.256768,0.033768230363296674,0.03717675303231835,0.012387500471641145
18195,2,2,1,3,1,37,4-3,0.268622,0.043873864767647694,0.039822578434078174,0.0343170467231389
18201,3,2,1,1,10,75,3-4,-0.233178,0.033768230363296674,0.03717675303231835,0.007410837086181224
18219,15,1,1,1,10,54,3-4,0.817542,0.033768230363296674,0.03717675303231835,0.022049766895982037
18220,5,1,2,1,10,39,4-3,0.110785,0.033768230363296674,0.03717675303231835,0.016634596911438232
18221,4,1,2,2,5,34,4-3,-0.294882,0.033768230363296674,0.03717675303231835,0.020909395092366275
18222,0,1,2,3,1,30,4-3,-0.975905,0.033768230363296674,0.03717675303231835,0.016634596911438232
18223,1,1,1,4,1,30,4-3,1.875841,0.033768230363296674,0.03717675303231835,0.017703452723347154
18224,12,2,1,1,10,29,4-3,0.777,0.033768230363296674,0.03717675303231835,0.024750683722848235
18230,12,1,2,1,10,58,4-3,0.773837,0.043873864767647694,0.039822578434078174,0.030270844087160804
18231,2,1,2,1,10,46,4-3,-0.293407,0.043873864767647694,0.039822578434078174,0.030270844087160804
18235,6,2,1,2,2,72,3-4,0.01038,0.033768230363296674,0.03717675303231835,0.01422308007844788
18239,2,1,1,1,10,79,4-3,-0.451315,0.043873864767647694,0.039822578434078174,0.023561434367935296
18241,2,2,2,3,1,70,4-3,0.437397,0.043873864767647694,0.039822578434078174,0.027200918557171102
18242,-1,1,1,1,10,68,4-3,-0.642189,0.043873864767647694,0.039822578434078174,0.027787530170601808
18245,5,1,2,1,10,77,3-4,0.125023,0.033768230363296674,0.03717675303231835,0.012443045135845378
18251,9,2,1,1,10,49,4-3,0.461119,0.033768230363296674,0.03717675303231835,0.018336487356536695
18252,4,2,1,2,1,40,3-4,0.235807,0.033768230363296674,0.03717675303231835,0.01868888064380243
18253,7,1,2,1,10,36,3-4,0.525524,0.033768230363296674,0.03717675303231835,0.010086880989017763
18254,3,1,2,2,3,29,3-4,0.154281,0.033768230363296674,0.03717675303231835,0.012440590204395575
18255,0,2,1,1,10,26,3-4,-0.367326,0.033768230363296674,0.03717675303231835,0.008177333662594016
18261,12,1,2,1,10,70,3-4,0.616326,0.033768230363296674,0.03717675303231835,0.01422308007844788
18262,1,1,2,1,10,58,3-4,-0.352166,0.033768230363296674,0.03717675303231835,0.01889979773154098
18263,0,1,1,2,9,57,3-4,-0.931695,0.033768230363296674,0.03717675303231835,0.014982721638275331
18265,-3,2,1,1,10,46,3-4,-0.818148,0.033768230363296674,0.03717675303231835,0.008177333662594016
18275,-1,2,2,1,10,42,0-0,-0.659615,0.033768230363296674,0.03717675303231835,0.008177333662594016
18283,3,1,2,1,10,75,3-4,-0.221613,0.005826642007296648,0.031765010644784576,0.013871734005383924
18284,6,1,2,2,7,72,3-4,0.288264,0.005826642007296648,0.031765010644784576,0.013871734005383924
18285,4,1,1,3,1,66,3-4,0.687254,0.005826642007296648,0.031765010644784576,0.011578537829202812
18287,1,1,3,2,5,57,3-4,-0.534169,0.005826642007296648,0.031765010644784576,0.010475961098135545
18288,4,1,1,3,4,56,3-4,0.987128,0.005826642007296648,0.031765010644784576,0.007901516595561053
18290,8,1,2,2,10,52,3-4,0.421487,0.005826642007296648,0.031765010644784576,0.019646835870399722
18296,6,1,1,1,10,78,4-3,0.33215,0.046262635908784364,0.05799156209254766,0.029366109308314053
18305,3,1,2,1,10,75,3-4,-0.221613,0.005826642007296648,0.031765010644784576,0.014050509623382631
18309,3,1,2,2,1,54,3-4,0.037009,0.005826642007296648,0.031765010644784576,0.014050509623382631
18310,2,1,1,1,10,46,3-4,-0.293407,0.005826642007296648,0.031765010644784576,0.014808811952003436
18313,5,1,1,1,10,30,3-4,0.041373,0.005826642007296648,0.031765010644784576,0.009890024115940704
18314,4,1,2,2,5,25,3-4,-0.045418,0.005826642007296648,0.031765010644784576,0.009186343384366134
18315,0,1,3,3,1,21,3-4,-1.074155,0.005826642007296648,0.031765010644784576,0.0111818605224698
18322,2,1,2,3,1,77,3-4,0.164549,0.005826642007296648,0.031765010644784576,0.010110977198231343
18324,4,1,1,2,10,75,3-4,-0.208156,0.005826642007296648,0.031765010644784576,0.015683163408962912
18327,5,0,1,2,10,48,4-3,-0.269461,0.005826642007296648,0.031765010644784576,0.011148847784243994
18329,0,1,1,1,10,25,3-4,-0.367083,0.005826642007296648,0.031765010644784576,0.015683163408962912
18341,7,1,1,3,2,62,3-4,1.077307,0.005826642007296648,0.031765010644784576,0.015683163408962912
18346,3,1,1,1,10,75,4-3,-0.233178,0.046262635908784364,0.05799156209254766,0.02576434553294834
18350,3,1,2,2,4,74,3-4,-0.030635,0.005826642007296648,0.031765010644784576,0.011831755939446909
18351,2,1,1,3,1,71,3-4,0.413659,0.005826642007296648,0.031765010644784576,0.01563928683553
18352,3,1,1,1,15,74,3-4,-0.30432,0.005826642007296648,0.031765010644784576,0.0111818605224698
18354,2,1,1,3,1,60,3-4,0.510716,0.005826642007296648,0.031765010644784576,0.0111818605224698
18363,4,1,2,2,4,74,4-3,0.364877,0.046262635908784364,0.05799156209254766,0.02576434553294834
18364,4,1,2,1,10,70,4-3,-0.058391,0.046262635908784364,0.05799156209254766,0.02576434553294834
18368,7,1,1,1,10,35,4-3,0.5095,0.046262635908784364,0.05799156209254766,0.014185727702679582
18369,2,1,1,2,3,28,4-3,-0.825631,0.046262635908784364,0.05799156209254766,0.009733005353911531
18370,2,1,3,3,1,26,4-3,1.040569,0.046262635908784364,0.05799156209254766,0.020679957772989727
18371,6,1,1,1,10,24,4-3,0.202585,0.046262635908784364,0.05799156209254766,0.02007213053060291
18374,5,1,1,1,10,75,3-4,0.138211,0.005826642007296648,0.031765010644784576,0.013299620548571029
18375,1,1,1,1,10,50,3-4,-0.431229,0.005826642007296648,0.031765010644784576,0.017428082186463998
18376,6,1,1,2,9,49,3-4,0.068138,0.005826642007296648,0.031765010644784576,0.016495532680184298
18382,2,1,1,3,1,71,4-3,0.53909,0.046262635908784364,0.05799156209254766,0.019990002389292258
18384,1,1,1,1,10,34,3-4,-0.436003,0.005826642007296648,0.031765010644784576,0.014164449064078426
18386,3,1,1,1,10,75,4-3,-0.233178,0.046262635908784364,0.05799156209254766,0.02576434553294834
18389,3,1,2,1,10,73,3-4,-0.194836,0.005826642007296648,0.031765010644784576,0.017428082186463998
18390,3,1,1,2,7,70,3-4,-0.40603,0.005826642007296648,0.031765010644784576,0.017428082186463998
18395,1,1,3,1,10,53,3-4,-0.385428,0.005826642007296648,0.031765010644784576,0.01677818676948689
18396,2,1,3,2,9,52,3-4,-0.536123,0.005826642007296648,0.031765010644784576,0.019646835870399722
18397,4,1,3,1,10,47,3-4,-0.091803,0.005826642007296648,0.031765010644784576,0.017428082186463998
18398,-2,2,2,2,6,43,3-4,-1.072359,0.005826642007296648,0.031765010644784576,0.017428082186463998
18399,-2,2,2,3,8,45,3-4,-1.651466,0.005826642007296648,0.031765010644784576,0.017428082186463998
18404,9,1,3,1,10,37,3-4,0.473835,0.02730564513909665,0.03466522418023544,0.01759487910489747
18406,3,1,2,1,10,25,3-4,-0.177608,0.02730564513909665,0.03466522418023544,0.020983937078987602
18412,2,2,2,1,10,61,4-3,-0.230782,0.02730564513909665,0.03466522418023544,0.0251158900343894
18414,4,1,1,3,17,68,0-0,-0.49775199999999997,0.02730564513909665,0.03466522418023544,0.029707670594819675
18415,9,1,1,1,10,78,4-3,1.092614,0.02841837990600531,0.04269592179098982,0.03539152828765258
18416,4,1,2,2,1,69,3-4,-0.259666,0.02841837990600531,0.04269592179098982,0.031122841088585214
18419,-2,1,2,1,10,40,4-3,-0.76198,0.02841837990600531,0.04269592179098982,0.025740312297420877
18421,4,1,1,3,2,32,4-3,1.193906,0.02841837990600531,0.04269592179098982,0.03147719015362492
18425,2,1,2,1,10,67,4-3,-0.310702,0.02730564513909665,0.03466522418023544,0.017162855092146122
18427,1,1,1,2,11,60,3-4,-0.847706,0.02730564513909665,0.03466522418023544,0.019664109280531184
18429,1,1,2,4,1,50,4-3,1.676176,0.02730564513909665,0.03466522418023544,0.027219839899159617
18430,4,2,1,1,10,49,3-4,-0.086312,0.02730564513909665,0.03466522418023544,0.017770319221912217
18431,5,2,1,2,6,45,3-4,0.374925,0.02730564513909665,0.03466522418023544,0.02245062423321204
18432,2,1,1,3,1,40,3-4,0.234783,0.02730564513909665,0.03466522418023544,0.01900200395962596
18434,3,1,1,2,4,32,3-4,-0.153311,0.02730564513909665,0.03466522418023544,0.02231027213960024
18435,5,1,1,3,1,29,3-4,0.799951,0.02730564513909665,0.03466522418023544,0.02231027213960024
18445,1,2,1,1,5,36,4-3,-0.350822,0.02730564513909665,0.03466522418023544,0.019367990808037
18448,2,1,1,2,9,28,3-4,-0.353794,0.02730564513909665,0.03466522418023544,0.02656532618409809
18459,14,2,1,1,10,57,4-3,0.751321,0.02841837990600531,0.04269592179098982,0.03539152828765258
18461,5,2,1,2,6,39,4-3,0.120163,0.02841837990600531,0.04269592179098982,0.03147719015362492
18462,3,1,2,3,1,34,4-3,0.776298,0.02841837990600531,0.04269592179098982,0.02207807627605822
18471,6,1,2,1,10,57,3-4,0.123283,0.02730564513909665,0.03466522418023544,0.02231027213960024
18475,3,1,1,1,10,69,4-3,-0.186151,0.02841837990600531,0.04269592179098982,0.031119002633395926
18477,3,1,1,1,10,38,4-3,-0.196898,0.02841837990600531,0.04269592179098982,0.031119002633395926
18482,3,1,2,1,10,63,4-3,-0.139847,0.02730564513909665,0.03466522418023544,0.02014805416028244
18484,3,2,1,1,10,28,4-3,-0.175086,0.02730564513909665,0.03466522418023544,0.024168658275536315
18488,3,1,2,2,10,77,4-3,-0.343411,0.02841837990600531,0.04269592179098982,0.02474423334027582
18490,2,2,2,1,10,63,4-3,-0.265479,0.02730564513909665,0.03466522418023544,0.019364875948083643
18491,-1,1,1,2,8,61,3-4,-1.049262,0.02730564513909665,0.03466522418023544,0.019664109280531184
18493,9,1,3,1,10,43,4-3,0.451562,0.02730564513909665,0.03466522418023544,0.02170409709765584
18502,4,2,1,2,7,41,4-3,-0.09843,0.02841837990600531,0.04269592179098982,0.031119002633395926
18505,1,2,2,1,10,62,4-3,-0.393624,0.02730564513909665,0.03466522418023544,0.02158838718886697
18506,4,1,2,2,9,61,4-3,-0.193089,0.02730564513909665,0.03466522418023544,0.01976212024291581
18517,0,1,1,4,1,44,0-0,-2.851986,0.02841837990600531,0.04269592179098982,0.0294086940054713
18524,3,1,2,1,10,60,4-3,-0.114194,0.0190038838273121,0.04132343770290404,0.018294741085933673
18526,13,1,2,1,10,41,4-3,0.905066,0.0190038838273121,0.04132343770290404,0.018294741085933673
18532,4,2,1,2,1,35,3-4,0.212794,0.007066130927046504,0.042331760004245836,0.018916610613267902
18533,4,1,2,1,10,31,3-4,-0.05969,0.007066130927046504,0.042331760004245836,0.018916610613267902
18534,9,1,1,2,6,27,3-4,0.850475,0.007066130927046504,0.042331760004245836,0.020896912257218424
18540,3,2,1,3,1,72,3-4,0.569545,0.0190038838273121,0.04132343770290404,0.01652834771912004
18541,4,1,2,1,10,69,4-3,-0.061732,0.0190038838273121,0.04132343770290404,0.015206246344860936
18552,0,2,0,2,10,28,3-4,-1.482808,0.007066130927046504,0.042331760004245836,0.020896912257218424
18557,4,1,3,1,10,70,3-4,-0.097558,0.007066130927046504,0.042331760004245836,0.01631471830596066
18558,15,2,1,2,6,66,3-4,1.156701,0.007066130927046504,0.042331760004245836,0.01631471830596066
18560,2,2,1,1,10,27,3-4,-0.255192,0.007066130927046504,0.042331760004245836,0.018916610613267902
18561,3,2,1,2,8,25,3-4,-0.255977,0.007066130927046504,0.042331760004245836,0.02131912825576263
18562,-1,1,1,3,5,22,3-4,-1.078709,0.007066130927046504,0.042331760004245836,0.020896912257218424
18563,17,1,3,1,10,79,4-3,-4.426316,0.0190038838273121,0.04132343770290404,0.01644720077996115
18564,4,2,2,1,10,29,3-4,-0.07216,0.007066130927046504,0.042331760004245836,0.022624368831065656
18572,3,1,1,2,5,70,0-0,-0.40511200000000003,0.007066130927046504,0.042331760004245836,0.017798567141956947
18573,17,1,1,3,2,67,0-0,1.727128,0.007066130927046504,0.042331760004245836,0.017798567141956947
18574,-1,1,2,1,10,50,3-4,-0.626187,0.007066130927046504,0.042331760004245836,0.01589064599579425
18575,3,1,1,2,11,51,3-4,-0.495388,0.007066130927046504,0.042331760004245836,0.016364922134140016
18577,6,1,1,1,20,49,3-4,-0.453371,0.007066130927046504,0.042331760004245836,0.017114456485376357
18580,5,1,1,1,10,54,4-3,0.060398,0.0190038838273121,0.04132343770290404,0.018294741085933673
18590,0,1,2,1,10,40,4-3,-0.55177,0.0190038838273121,0.04132343770290404,0.01974631811717525
18594,5,1,1,2,5,75,0-0,0.543708,0.007066130927046504,0.042331760004245836,0.01464139981996596
18595,1,1,1,1,15,75,3-4,-0.599961,0.007066130927046504,0.042331760004245836,0.01464139981996596
18597,2,2,1,3,1,61,3-4,0.55517,0.007066130927046504,0.042331760004245836,0.021420395469891114
18598,-3,2,1,1,10,59,3-4,-0.891916,0.007066130927046504,0.042331760004245836,0.017816752372397965
18602,13,1,2,1,10,44,4-3,0.85324,0.0190038838273121,0.04132343770290404,0.02267882318488601
18603,4,1,2,1,10,31,4-3,-0.031988,0.0190038838273121,0.04132343770290404,0.02267882318488601
18604,-2,1,1,2,6,27,4-3,-0.747807,0.0190038838273121,0.04132343770290404,0.0207092516827085
18607,1,1,1,1,10,75,3-4,-0.491758,0.007066130927046504,0.042331760004245836,0.017049032790720602
18610,5,1,1,1,10,62,3-4,0.096511,0.007066130927046504,0.042331760004245836,0.024374548485803983
18611,2,1,1,2,5,57,3-4,-0.382241,0.007066130927046504,0.042331760004245836,0.017114456485376357
18615,3,1,1,2,15,23,3-4,-0.328769,0.007066130927046504,0.042331760004245836,0.016364922134140016
18622,7,2,2,1,10,63,4-3,0.481497,0.0190038838273121,0.04132343770290404,0.01652834771912004
18623,4,1,2,2,3,56,4-3,0.055553,0.0190038838273121,0.04132343770290404,0.02241621785512602
18624,4,2,2,1,10,52,4-3,-0.076284,0.0190038838273121,0.04132343770290404,0.01652834771912004
18625,5,2,1,2,6,48,4-3,0.358679,0.0190038838273121,0.04132343770290404,0.013083169562993071
18626,-1,1,2,3,1,43,4-3,-2.009289,0.0190038838273121,0.04132343770290404,0.017513634851988532
18627,6,1,1,4,2,44,4-3,2.48092,0.0190038838273121,0.04132343770290404,0.013083169562993071
18628,3,1,2,1,10,38,4-3,-0.196898,0.0190038838273121,0.04132343770290404,0.024091937878336918
18629,0,2,2,2,7,35,4-3,-0.53442,0.0190038838273121,0.04132343770290404,0.0207092516827085
18631,1,1,1,1,10,75,3-4,-0.491758,0.007066130927046504,0.042331760004245836,0.017268476754248935
18632,4,1,1,2,9,74,3-4,-0.202404,0.007066130927046504,0.042331760004245836,0.017268476754248935
18634,4,2,2,1,10,40,4-3,-0.065557,0.0190038838273121,0.04132343770290404,0.027562830683680095
18635,26,2,2,2,6,36,4-3,1.796584,0.0190038838273121,0.04132343770290404,0.025532991168103748
18646,10,1,1,2,11,69,3-4,0.73068,0.009871877969661443,0.036718727402598135,0.0270606715630021
18647,2,1,2,3,1,59,0-0,0.449681,0.009871877969661443,0.036718727402598135,0.027310159245376442
18649,1,1,1,2,6,53,3-4,-0.528301,0.009871877969661443,0.036718727402598135,0.02767780178143624
18655,0,1,1,2,10,75,3-4,-0.628673,0.009871877969661443,0.036718727402598135,0.020843908025020876
18657,2,2,2,1,10,71,3-4,-0.319564,0.020395248825219717,0.05300431051629475,0.036090435708350695
18659,10,2,2,3,2,63,0-0,1.303545,0.020395248825219717,0.05300431051629475,0.0353145863966636
18660,1,2,2,1,10,53,3-4,-0.393204,0.020395248825219717,0.05300431051629475,0.03822939860075747
18662,0,2,1,3,2,45,3-4,-1.617032,0.020395248825219717,0.05300431051629475,0.03465170855872307
18664,-3,1,2,2,6,79,3-4,-0.958066,0.009871877969661443,0.036718727402598135,0.019971968785382953
18666,0,2,2,1,10,51,0-0,-0.513576,0.020395248825219717,0.05300431051629475,0.036090435708350695
18670,5,1,1,2,3,34,3-4,0.37062,0.020395248825219717,0.05300431051629475,0.023733395617713073
18673,2,1,1,2,2,57,3-4,-0.076196,0.009871877969661443,0.036718727402598135,0.026785999535197346
18675,2,1,1,2,9,54,3-4,-0.540566,0.009871877969661443,0.036718727402598135,0.026785999535197346
18677,0,1,1,1,10,44,3-4,-0.464992,0.009871877969661443,0.036718727402598135,0.016848786866136903
18683,7,1,2,1,10,77,3-4,0.605273,0.020395248825219717,0.05300431051629475,0.023733395617713073
18684,4,1,2,2,3,70,3-4,0.122215,0.020395248825219717,0.05300431051629475,0.023733395617713073
18689,3,1,2,3,2,48,3-4,0.675236,0.020395248825219717,0.05300431051629475,0.033158012661094166
18695,0,1,1,2,6,65,4-3,-0.820464,0.009871877969661443,0.036718727402598135,0.020696957238397318
18700,1,1,1,1,10,54,3-4,-0.366757,0.009871877969661443,0.036718727402598135,0.031414939787012264
18708,11,2,1,1,10,75,0-0,0.707095,0.020395248825219717,0.05300431051629475,0.036090435708350695
18714,6,2,1,2,10,25,3-4,-0.048064,0.020395248825219717,0.05300431051629475,0.02229466846808545
18718,1,1,1,1,10,57,3-4,-0.315632,0.009871877969661443,0.036718727402598135,0.016848786866136903
18724,9,2,2,1,10,65,0-0,0.940948,0.020395248825219717,0.05300431051629475,0.036090435708350695
18725,4,2,2,2,1,56,0-0,-0.290722,0.020395248825219717,0.05300431051629475,0.03938038032045957
18727,4,2,1,2,3,45,3-4,0.251091,0.020395248825219717,0.05300431051629475,0.036090435708350695
18729,2,1,3,1,10,25,3-4,-0.244682,0.020395248825219717,0.05300431051629475,0.023733395617713073
18734,29,2,1,1,10,31,3-4,1.969219,0.020395248825219717,0.05300431051629475,0.036090435708350695
18736,2,1,1,1,10,60,3-4,-0.205703,0.009871877969661443,0.036718727402598135,0.030783376248549068
18740,3,2,2,1,11,36,3-4,-0.223146,0.020395248825219717,0.05300431051629475,0.03938038032045957
18747,-1,2,2,1,10,41,3-4,-0.664937,0.020395248825219717,0.05300431051629475,0.03938038032045957
18748,-1,2,2,2,11,42,3-4,-1.030988,0.020395248825219717,0.05300431051629475,0.03938038032045957
18749,-3,0,2,3,7,38,3-4,-1.816716,0.020395248825219717,0.05300431051629475,0.036090435708350695
18756,-1,2,2,1,10,56,0-0,-0.641058,0.020395248825219717,0.05300431051629475,0.027470525412175237
18758,3,1,1,1,10,58,3-4,-0.117249,0.030967027012518366,0.03549909671984428,0.020491679444659294
18759,-4,1,1,2,7,55,3-4,-1.634699,0.030967027012518366,0.03549909671984428,0.020491679444659294
18761,3,1,1,1,10,37,4-3,-0.260301,0.030967027012518366,0.03549909671984428,0.033435485791766764
18764,-3,1,1,1,10,22,3-4,-0.522774,0.030967027012518366,0.03549909671984428,0.03583533066707978
18767,2,1,1,2,5,60,4-3,-0.470502,0.04024106073619201,0.03986718748264072,0.034664007556568274
18773,0,2,1,2,2,24,3-4,-0.934552,0.04024106073619201,0.03986718748264072,0.034664007556568274
18777,12,1,1,2,8,37,3-4,1.138802,0.030967027012518366,0.03549909671984428,0.02801749743849086
18778,5,1,1,1,10,25,4-3,0.027944,0.030967027012518366,0.03549909671984428,0.04036517947663538
18783,0,1,1,1,10,69,3-4,-0.551828,0.04024106073619201,0.03986718748264072,0.02845239269407294
18790,6,1,1,1,10,65,4-3,0.248557,0.030967027012518366,0.03549909671984428,0.04125331902035568
18791,5,1,1,2,4,59,3-4,0.314386,0.030967027012518366,0.03549909671984428,0.03483602671504564
18792,7,1,1,1,10,54,3-4,0.32936,0.030967027012518366,0.03549909671984428,0.03432966887838651
18793,0,1,1,2,3,47,3-4,-4.890045,0.030967027012518366,0.03549909671984428,0.026511835649797588
18797,16,2,1,1,10,41,4-3,1.0773,0.04024106073619201,0.03986718748264072,0.019411467516820165
18798,9,1,1,1,10,25,4-3,0.463849,0.04024106073619201,0.03986718748264072,0.019411467516820165
18801,5,1,1,2,19,23,3-4,0.096547,0.04024106073619201,0.03986718748264072,0.034650056349798404
18803,-2,1,1,1,10,75,3-4,-0.867195,0.030967027012518366,0.03549909671984428,0.033435485791766764
18806,0,1,1,1,10,45,3-4,-0.476628,0.030967027012518366,0.03549909671984428,0.03432966887838651
18810,5,1,1,2,1,69,4-3,-0.204454,0.04024106073619201,0.03986718748264072,0.034664007556568274
18813,7,1,1,1,10,29,4-3,0.403804,0.04024106073619201,0.03986718748264072,0.008915800005869766
18820,-1,1,3,1,10,75,3-4,-0.744225,0.030967027012518366,0.03549909671984428,0.03432966887838651
18822,3,2,1,1,10,58,4-3,-0.112859,0.04024106073619201,0.03986718748264072,0.0256220325944883
18824,17,2,1,3,1,49,4-3,1.214993,0.04024106073619201,0.03986718748264072,0.025175430716965957
18826,-8,2,1,2,4,26,4-3,-1.663876,0.04024106073619201,0.03986718748264072,0.02098649516936714
18829,-2,1,1,2,1,66,3-4,-1.371873,0.030967027012518366,0.03549909671984428,0.03583533066707978
18833,9,1,1,2,10,36,4-3,0.495734,0.030967027012518366,0.03549909671984428,0.033435485791766764
18834,0,1,1,3,1,27,3-4,-1.359071,0.030967027012518366,0.03549909671984428,0.033435485791766764
18835,0,1,2,4,1,27,4-3,-2.950188,0.030967027012518366,0.03549909671984428,0.03701896677124361
18844,9,2,1,1,10,76,4-3,1.081893,0.04024106073619201,0.03986718748264072,0.01483984246211766
18845,4,1,2,2,1,67,4-3,-0.248884,0.04024106073619201,0.03986718748264072,0.017807810954541193
18846,29,1,2,1,10,63,4-3,1.589341,0.04024106073619201,0.03986718748264072,0.0256220325944883
18847,3,2,2,1,10,34,4-3,-0.179066,0.04024106073619201,0.03986718748264072,0.033288209471158105
18848,0,2,1,2,7,31,4-3,-0.509163,0.04024106073619201,0.03986718748264072,0.01789192790635852
18850,1,1,1,1,10,75,3-4,-0.491758,0.030967027012518366,0.03549909671984428,0.03483602671504564
18853,4,2,1,1,10,64,3-4,-0.025193,0.04024106073619201,0.03986718748264072,0.02817079643086125
18855,18,1,1,1,10,53,3-4,1.045511,0.04024106073619201,0.03986718748264072,0.02736008543385706
18856,5,2,2,1,10,35,3-4,0.139275,0.04024106073619201,0.03986718748264072,0.02845239269407294
18860,-1,1,1,1,10,75,3-4,-0.744225,0.030967027012518366,0.03549909671984428,0.03583533066707978
18864,11,1,1,1,5,59,3-4,0.631393,0.030967027012518366,0.03549909671984428,0.02852385527514999
18869,3,2,1,1,10,42,4-3,-0.198092,0.04024106073619201,0.03986718748264072,0.034400308552662434
18871,11,2,1,1,10,28,4-3,0.714484,0.04024106073619201,0.03986718748264072,0.03106055544037029
18883,-1,2,2,1,10,62,0-0,-0.734595,0.04024106073619201,0.03986718748264072,0.00631732781341301
18884,1,1,1,1,10,76,4-3,-0.511842,0.005826642007296648,0.031765010644784576,0.021911799419651073
18889,-2,1,1,2,13,78,4-3,-0.900806,0.0047349631703156175,0.02971657026358872,0.02007213053060291
18891,-1,1,2,1,10,58,4-3,-0.631054,0.005826642007296648,0.031765010644784576,0.021157123208530432
18892,5,1,1,2,11,59,4-3,-0.082271,0.005826642007296648,0.031765010644784576,0.01700627876529339
18894,1,2,1,1,10,75,4-3,-0.517927,0.0047349631703156175,0.02971657026358872,0.019872865905659988
18895,1,1,1,2,9,74,4-3,-0.608676,0.0047349631703156175,0.02971657026358872,0.015425220356256961
18897,3,1,1,1,10,63,3-4,-0.139847,0.005826642007296648,0.031765010644784576,0.022602479080980925
18900,1,1,1,1,10,50,4-3,-0.431229,0.005826642007296648,0.031765010644784576,0.01839943192546122
18901,3,1,1,2,9,49,4-3,-0.455092,0.005826642007296648,0.031765010644784576,0.01700627876529339
18905,2,2,1,3,1,71,0-0,0.53909,0.0047349631703156175,0.02971657026358872,0.0249882323039278
18906,2,1,3,1,10,69,4-3,-0.307228,0.0047349631703156175,0.02971657026358872,0.019148867379729553
18910,5,1,2,1,10,71,4-3,0.068502,0.005826642007296648,0.031765010644784576,0.01700627876529339
18912,9,1,3,1,10,53,4-3,0.578629,0.005826642007296648,0.031765010644784576,0.021911799419651073
18913,8,1,1,2,1,44,4-3,0.331104,0.005826642007296648,0.031765010644784576,0.021911799419651073
18914,5,1,2,1,10,36,3-4,0.028775,0.005826642007296648,0.031765010644784576,0.021911799419651073
18918,3,2,1,1,10,75,4-3,-0.233178,0.0047349631703156175,0.02971657026358872,0.01384439363221671
18921,5,1,3,1,10,61,3-4,0.081347,0.005826642007296648,0.031765010644784576,0.021911799419651073
18924,13,1,1,2,10,37,3-4,1.300097,0.005826642007296648,0.031765010644784576,0.021911799419651073
18925,1,1,1,1,10,24,3-4,-0.327202,0.005826642007296648,0.031765010644784576,0.01700627876529339
18931,3,1,1,2,10,75,4-3,-0.359396,0.0047349631703156175,0.02971657026358872,0.019148867379729553
18937,0,1,1,1,10,28,3-4,-0.411324,0.005826642007296648,0.031765010644784576,0.017345075097888116
18942,-1,2,2,1,10,75,3-4,-0.78828,0.0047349631703156175,0.02971657026358872,0.02576434553294834
18944,3,1,1,2,1,66,4-3,-0.28994,0.0047349631703156175,0.02971657026358872,0.02576434553294834
18953,2,1,2,1,10,69,4-3,-0.311592,0.005826642007296648,0.031765010644784576,0.02279402392542302
18954,6,1,1,2,8,67,3-4,0.032337,0.005826642007296648,0.031765010644784576,0.02279402392542302
18955,3,1,1,3,2,61,3-4,0.821088,0.005826642007296648,0.031765010644784576,0.02279402392542302
18957,1,1,2,2,2,50,4-3,-0.132274,0.005826642007296648,0.031765010644784576,0.01755390595140989
18964,2,1,2,1,10,46,4-3,-0.293407,0.005826642007296648,0.031765010644784576,0.01778032577764768
18966,-4,1,3,1,10,34,4-3,-0.930367,0.005826642007296648,0.031765010644784576,0.02575093295867884
18969,3,1,1,4,1,25,4-3,2.074657,0.005826642007296648,0.031765010644784576,0.023550655381949157
18970,0,1,1,1,10,22,3-4,-0.371593,0.005826642007296648,0.031765010644784576,0.02279402392542302
18971,0,1,1,2,10,22,3-4,-1.6562,0.005826642007296648,0.031765010644784576,0.02279402392542302
18972,5,1,1,3,19,31,3-4,-0.095187,0.005826642007296648,0.031765010644784576,0.016783943571343458
18974,2,1,1,2,4,69,4-3,-0.639306,0.0047349631703156175,0.02971657026358872,0.018509002174682494
18994,6,1,3,1,10,42,4-3,0.086808,0.005826642007296648,0.031765010644784576,0.016300499160675833
18995,2,1,3,2,4,36,4-3,-0.150324,0.005826642007296648,0.031765010644784576,0.020568973538015803
18996,18,1,3,3,2,34,4-3,1.525221,0.005826642007296648,0.031765010644784576,0.025703207508101025
19001,3,1,2,1,10,75,3-4,-0.233178,0.011854745019880705,0.03659961964607415,0.015753079252805197
