ID,OffensiveYardarge,Down,ToGo,TotalToGo,Formation,EPA,ScramblerStrength,BlockerStrength,DefenderStrength
28949,4,3,14,59,0-0,-0.438762,0.02954692254945959,0.037711463390559655,0.037750907541771336
29060,7,3,8,44,0-0,-0.004086,0.02841837990600531,0.04269592179098982,0.026353614051762335
29196,15,2,14,68,0-0,1.51372,0.015147672864145013,0.03651305666637595,0.010284442464717772
29211,2,2,5,29,3-4,-0.544268,0.01625963808332278,0.0361047542210841,0.009066602266217012
29292,3,3,10,41,0-0,-0.814244,0.009620583780923406,0.034712080305243136,0.034372155708326156
29561,7,1,10,32,3-4,0.456206,0.02730564513909665,0.03466522418023544,0.025233326073333135
29595,9,3,1,48,0-0,0.703869,0.03191924748466482,0.034528580581803595,0.02140465095651075
29683,5,2,5,45,0-0,0.443808,0.0190038838273121,0.04132343770290404,0.017058540879526973
29697,3,2,10,48,3-4,-0.519533,0.009620583780923406,0.034712080305243136,0.019522089456131
29725,4,1,10,28,3-4,-0.082944,0.009620583780923406,0.034712080305243136,0.017114456485376357
29809,10,2,10,63,4-3,1.042652,0.020395248825219717,0.05300431051629475,0.04295659064405559
29811,4,2,10,53,3-4,-0.277873,0.020395248825219717,0.05300431051629475,0.04000206998698437
29854,3,3,6,36,0-0,-0.687329,0.020395248825219717,0.05300431051629475,0.04295659064405559
29926,60,3,4,69,3-4,3.88662,0.007066130927046504,0.042331760004245836,0.002108483545559782
29985,2,3,7,72,3-4,-1.022113,0.007066130927046504,0.042331760004245836,-0.002850618643271333
30008,6,2,2,52,4-3,0.414957,0.007066130927046504,0.042331760004245836,-0.0011391501126982837
30064,7,3,8,73,0-0,-0.478304,0.0047349631703156175,0.02971657026358872,0.019408320293560512
30100,11,1,10,52,3-4,0.555879,0.0047349631703156175,0.02971657026358872,0.030296136300917022
30103,13,3,20,51,4-3,0.151649,0.0047349631703156175,0.02971657026358872,0.025907273157828446
30231,2,3,10,75,0-0,-1.003352,0.0656582180798903,0.040371172852227945,0.0128787081188182
30237,3,1,10,53,3-4,-0.181521,0.0656582180798903,0.040371172852227945,0.009999145911441737
30289,6,3,7,72,0-0,-0.511364,0.04686992018389902,0.048033463686989276,0.023228263924218312
30412,8,1,20,75,0-0,0.028318,0.011854745019880705,0.03659961964607415,0.013334704898917799
30421,5,2,5,53,4-3,0.512572,0.034504702145227065,0.03653071949347159,0.0214985506904196
30437,13,2,9,44,4-3,1.319796,0.034504702145227065,0.03653071949347159,0.0214985506904196
30454,7,3,5,44,4-3,1.395135,0.034504702145227065,0.03653071949347159,0.018907993396396088
30750,11,2,10,51,3-4,1.075815,0.009871877969661443,0.036718727402598135,0.02065914376340564
30825,5,2,10,51,3-4,-0.229765,0.030967027012518366,0.03549909671984428,0.014507863847887421
30847,4,1,10,39,4-3,-0.060195,0.005826642007296648,0.031765010644784576,0.015991117001903494
30856,3,3,4,48,3-4,-0.496547,0.030967027012518366,0.03549909671984428,0.009036919000926014
30884,5,2,7,29,4-3,-0.173076,0.02954692254945959,0.037711463390559655,0.0320766041283357
31078,1,1,10,41,4-3,-0.443341,0.03386908499876763,0.03974394314988115,0.018213769155248607
31110,3,1,10,75,4-3,-0.233178,0.03386908499876763,0.03974394314988115,0.026845665075076016
31165,19,3,11,63,0-0,2.731729,0.035524105404837164,0.036317746271247967,0.024858904058900663
31214,18,1,10,48,3-4,0.882883,0.035524105404837164,0.036317746271247967,0.020549499597886885
31334,3,1,15,66,3-4,-0.369137,0.01625963808332278,0.0361047542210841,0.013949791997069215
31500,2,2,4,69,3-4,-0.639306,0.04024106073619201,0.03986718748264072,0.028189512403790383
31536,6,1,10,28,0-0,0.240036,0.04024106073619201,0.03986718748264072,0.02332520331508784
31537,7,2,4,22,0-0,0.573324,0.04024106073619201,0.03986718748264072,0.02332520331508784
31611,6,1,10,66,3-4,0.310598,0.007066130927046504,0.042331760004245836,0.030142985130951795
31687,2,2,15,32,4-3,-0.376409,0.035524105404837164,0.036317746271247967,0.0207092516827085
31691,1,1,10,57,3-4,-0.346046,0.007066130927046504,0.042331760004245836,0.012731130362091954
31730,6,2,8,65,4-3,0.084357,0.03796216075595333,0.03446802007773319,0.029799288306014523
31919,6,2,10,74,3-4,0.032297,0.04642580956145555,0.03904400711263111,0.027454519015478483
31921,6,1,10,75,3-4,0.355489,0.02841837990600531,0.04269592179098982,0.001816327253880942
31946,2,3,6,64,3-4,-1.282662,0.02841837990600531,0.04269592179098982,-0.002850618643271333
31982,6,3,17,25,4-3,0.089889,0.0047349631703156175,0.02971657026358872,0.023652406270543658
32083,4,3,11,40,3-4,-0.459278,0.011854745019880705,0.03659961964607415,0.02360378840443516
32154,11,2,6,55,3-4,0.940704,0.02730564513909665,0.03466522418023544,0.028210685630401917
32327,2,1,10,68,3-4,-0.297804,0.04686992018389902,0.048033463686989276,0.029548128626832787
32381,3,1,10,64,4-3,-0.153842,0.009871877969661443,0.036718727402598135,0.021160104754712823
32426,11,3,3,73,4-3,1.391885,0.009871877969661443,0.036718727402598135,0.02731299687851079
32447,13,2,13,58,0-0,1.543739,0.009871877969661443,0.036718727402598135,0.02623995307042099
32488,1,1,10,39,3-4,-0.448968,0.046262635908784364,0.05799156209254766,0.007847832930359226
32501,8,2,7,77,3-4,1.028304,0.046262635908784364,0.05799156209254766,0.007847832930359226
32506,3,2,1,50,3-4,-0.066295,0.046262635908784364,0.05799156209254766,0.008827615130669188
32512,8,1,10,75,3-4,0.801611,0.034504702145227065,0.03653071949347159,0.015683163408962912
32531,3,1,10,60,3-4,-0.114194,0.046262635908784364,0.05799156209254766,0.009777361405909376
32636,1,2,10,32,3-4,-0.420789,0.023141448544722432,0.04219553610623163,0.022216063500319502
32666,7,1,10,75,3-4,0.534373,0.030967027012518366,0.03549909671984428,0.03589030976566252
32673,1,1,10,62,3-4,-0.393624,0.030967027012518366,0.03549909671984428,0.04295659064405559
32697,6,3,12,75,0-0,-0.499842,0.030967027012518366,0.03549909671984428,0.04295659064405559
32725,2,3,6,75,0-0,-1.086804,0.03191924748466482,0.034528580581803595,0.013550855314746852
32728,10,2,5,33,3-4,0.884626,0.005826642007296648,0.031765010644784576,0.036007993557262835
32744,9,3,4,76,0-0,1.530726,0.005826642007296648,0.031765010644784576,0.02548386300121024
32754,8,3,4,77,0-0,1.456664,0.005826642007296648,0.031765010644784576,0.02781434662957219
32768,9,3,10,26,0-0,0.009683,0.03191924748466482,0.034528580581803595,0.013550855314746852
32811,1,3,2,46,4-3,-0.940757,0.03191924748466482,0.034528580581803595,0.020104050354346637
32871,2,1,10,75,3-4,-0.376269,0.015147672864145013,0.03651305666637595,0.01720935312304789
32938,4,3,7,72,3-4,-0.836757,0.043873864767647694,0.039822578434078174,0.012268114381893729
32965,8,2,6,61,4-3,0.61022,0.02954692254945959,0.037711463390559655,0.014727854322445342
32967,10,2,12,55,4-3,0.672503,0.02954692254945959,0.037711463390559655,0.018459973040486785
32989,10,1,10,53,3-4,0.526773,0.02954692254945959,0.037711463390559655,0.014727854322445342
32991,5,2,7,40,0-0,0.068582,0.02954692254945959,0.037711463390559655,0.01642656805792748
33008,2,2,12,32,0-0,-0.265493,0.0656582180798903,0.040371172852227945,0.028261013563882456
33009,14,3,10,30,0-0,1.857219,0.0656582180798903,0.040371172852227945,0.021954485514338245
33016,5,1,10,75,4-3,0.145501,0.02954692254945959,0.037711463390559655,0.024114103398996584
33018,5,3,1,66,4-3,0.894151,0.02954692254945959,0.037711463390559655,0.024114103398996584
33031,7,1,10,72,4-3,0.526801,0.02954692254945959,0.037711463390559655,0.02329354465305664
33094,8,2,6,45,3-4,0.718672,0.03386908499876763,0.03974394314988115,0.004694704901871881
33095,9,1,10,37,3-4,0.8326,0.03386908499876763,0.03974394314988115,7.189032100202323e-4
33146,10,1,10,67,3-4,0.48386,0.01625963808332278,0.0361047542210841,0.01772409686970508
33208,13,1,10,40,0-0,0.90391,0.033768230363296674,0.03717675303231835,0.027854381183652226
33288,9,3,7,64,4-3,1.641312,0.009620583780923406,0.034712080305243136,0.019311612442686314
